,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[5.456741408436471, 5.603339265429054, -4.103463806316944, 2.060995027274506, 3.5501258949409467]","[-5.056140714111932, -0.642494632651658, -12.988325363121362, -1.4027006259437709, -10.879189565525838]","[4.212393835924471, 5.024550656475616, -3.144667918657207, 1.3353144854458383, -4.812844450258019]","[10.142932181371815, 6.853880340880288, -2.6144127489831432, 1.8738611013899409, 3.0056030421432625]","[-3.331137449218011, -6.080714265071289, -19.331547164887134, -12.931816904372734, 3.5570721099098868]","[4.142186907281059, 7.985703305388762, -0.14495037878636735, 1.7984733072345715, 6.715324182106508]","[7.349384506844517, 9.488273344493981, -7.142015964718803, -2.293961822978563, -3.070324467807542]","[3.5329400389439582, 10.229238541765998, -0.9159419618638668, 1.8884189936302878, 4.921800311373898]","[1.4414646119098373, 9.310187922966069, -9.66714091087075, -6.993663998547045, 4.5711508233478355]","[-51.1650351843865, -14.949368212479364, -46.39599340779189, -16.045372456640877, -53.55821236667306]","[8.261311913042446, 4.687494664575217, -20.607219109392013, -22.407258321854684, -9.79531899096615]","[9.550505600175061, 10.14355846652121, 0.3996567812438461, 2.693835021005456, 6.011006841487152]"
TRX,"[0.548848467695692, 4.808397539940622, 1.0604413989842594, 2.8395112154933932, 4.796771504844961]","[-6.315220727018364, -6.142616424951873, -9.981350504929754, -0.29814743771841556, -9.466418305253272]","[0.9987213660795082, 5.149045964490232, -3.2927815640282363, 4.550635225409131, 7.975291454405185]","[1.0149238828533442, 7.9532354226866735, 5.12152422961762, 2.3522367878436308, 6.9476159650046885]","[-39.81429500479468, -13.749381773482192, -16.696579843187564, -1.6908851333034942, -185.45268016083983]","[-1.9086622103497184, 4.220596107124236, 6.5544468345338895, 4.427555712349153, 11.384541997705645]","[-5.021290189683563, 4.822690748776033, 6.441521829445048, 2.7618214366755365, 11.87681431453586]","[-1.5282639973708043, 7.940055393546388, 7.135755053749768, 4.660629372311355, 11.948805920964265]","[1.1304955145295579, 1.4168203462739548, 7.225150288291774, 4.5918881685644015, 6.24984349972536]","[-14.342072851840278, -15.111130370393319, -61.92422678852427, -3.79655304496028, -542.6037966827951]","[-5.060433873962596, 5.033307163277186, 0.3446327447157153, -8.732421657590258, 7.8014959042656224]","[2.853092050339905, 10.192411414177641, 7.057283277710291, 4.894341134020267, 11.788108588778568]"
ATOM,"[-3.5517741124075575, -4.508376822798287, -15.535834328737973, -7.216060951362335, 1.8317663000605562]","[-13.481204250680154, -16.66801571875788, -13.112853448375317, -9.186835425409862, -22.21501132862605]","[-3.8071639177576277, -1.9826912059635458, -5.604741636044824, -0.28002259276713815, -7.437206649861679]","[1.92293277244546, -1.0427926436995005, 0.7273684572859863, 0.9669496566217436, 4.0010665783664]","[0.10792992682131057, -0.10658393230557466, -10.331793340924632, -20.060800105734476, 2.3912534801536993]","[-0.8587391571838915, -0.6100215722484864, 0.17415426350062616, 1.5724286457356025, 4.554196881426312]","[-0.7909908120671333, 0.3112881011972583, -0.42050434690651023, 2.189433637727779, 3.7136340459333734]","[-0.48453480061987647, 0.23718529409597652, -0.32711951539694833, 2.3586537992090544, 4.556216741183486]","[-2.7618718941935523, -1.8593612362088663, -3.9046655665716217, -1.0867793233988376, 4.457441704095593]","[-35.208635448470595, -27.133859017350847, -31.736983828921407, -13.109137735005191, -60.24300326049969]","[-17.62606130213327, -14.667386061226326, -13.474971581515478, -16.600817993065363, -4.775641335555535]","[1.167066115481357, -0.43085145063800606, 0.6350029702970881, 2.2686518688658412, 3.8550941259512443]"
XMR,"[8.77844104316819, 0.008227085662699352, 6.762817557237032, 1.3640558331081478, 0.48212663465321226]","[2.889034734814659, -11.573564855718658, -0.08293342690595094, -7.77006571609969, -6.437054928929302]","[7.536155430589064, 4.30759637040498, 8.22525335178735, 4.912064543465075, 0.2213766565827841]","[7.00250787169139, 3.867560352638798, 7.272649147318616, 4.282947581733795, -0.9744225486344632]","[-18.155436113474448, -0.8443423227260773, -3.9679172372786495, -17.875608479359904, -11.143193565346108]","[6.702675258551742, 4.07106497330936, 6.995307265877586, 5.073370188658517, 0.3684840254355473]","[7.065921477331434, 4.453202890138415, 7.531177479329884, 5.2808869776929654, 0.22678209859263943]","[6.865892479467053, 3.6480704164380686, 7.905862919784797, 5.223886072139059, 0.31866745761448884]","[6.169749396859452, 4.763154569941453, 6.0630058737027355, 1.3518822054818616, -9.322715058981645]","[-24.79426873680405, -31.118707205752205, -16.841342141551184, -14.107039194880135, -75.93076188361647]","[2.1732073736758224, 4.044885956257976, 6.711592183042482, 2.3242961474114407, -5.452167973518994]","[8.176887972667407, 4.274864025847018, 8.398082838230234, 4.921666795332078, -0.2928195315308831]"
VET,"[-1.9039874233494944, -3.4248235268740554, -4.7954481450685735, -3.7393700027195753, 3.0907058934821907]","[-14.684615035948307, -5.999960586444008, -9.746929181892394, -8.361535525977718, -32.880253948171166]","[6.5891912134392845, 2.947149125598674, 0.9408509484908231, 1.0665918117300885, 7.707884322213751]","[6.446461436979491, -4.939626150228605, -0.49513112751724464, -4.686932810795456, -4.610075699968122]","[-13.528523965214093, -13.26044965062968, -24.571987718614768, -11.051778536072474, -17.098224745822552]","[2.8622829271838066, 3.7279285914925158, 0.8993833725726954, 0.5814762000232494, 6.951412772066747]","[4.860613320978959, 2.8499987628859724, -1.1886458656016319, 0.035914582204954235, 7.432457644748227]","[5.308587799760966, 0.15393815099266203, -3.910476960776273, 0.8419105411722989, 7.832222478724339]","[6.633414532027519, 0.8980353193644186, -7.587221148360401, 0.02707998406988956, 7.16662066927562]","[-28.721993084054738, -35.664623118342476, -18.146985402259354, -29.45072594331881, -86.37720158967349]","[-3.0684695228600805, -17.457807728662424, -17.94248114558531, -17.98373733073814, -17.560293320233818]","[8.776361617802175, 2.9839257940773125, -0.006662322475134452, 0.586382077808266, 6.10647916934919]"
ALGO,"[2.949308441617373, -0.14498556586393269, 4.71938835837906, -0.7072056087306172, 4.110819486370812]","[-13.878801277646394, -9.408501372223702, -3.516688351677845, -6.231674430996934, -4.744423912652786]","[2.110236484548079, 1.6906574960427054, 5.536790368513723, 5.146064430763305, 1.794671308888225]","[1.7886530617696845, -2.6807455617018596, 1.8517758484962221, 0.2224747733968491, -21.798974965748013]","[-19.814687954519755, -1.8386058637438438, -10.89906357728571, -7.177996301648973, -47.56337508008043]","[2.61791543958504, 1.8538406008977923, 4.942021670667341, 5.099994527044984, 1.0347957432106825]","[-6.939650398270772, 1.9631043319510766, 5.127378984429036, 3.8247776992831417, 1.8170924061013598]","[-26.184116121412426, -7.232459192455684, -16.300254092879552, -3.885738552389364, -29.378937315026437]","[0.35301954352877135, -1.4470430094120161, 5.467994652833703, 4.232793640564659, 1.95186988440821]","[-51.509581530682105, -13.99205882148659, -38.14654153724357, -20.02375656984705, -66.35101536127927]","[1.206403694575052, -7.928001255082026, -9.067197190878487, -6.074614742013124, -15.412578993844686]","[5.101282571480315, 1.254798063468255, 4.515770045575381, 4.600289741856466, 1.7606721375995904]"
EOS,"[4.424993163821829, 1.3836501188591013, -1.3784226318830464, 1.9528704038093672, 9.135648620609748]","[-16.87775402215566, -18.18158518760009, -10.765780678528342, -3.1650392290291416, -12.118280461630686]","[7.612899619964743, 1.0500049506683167, 0.21952141930102592, 9.512865992698046, 9.82685013913353]","[3.9322161602574464, -0.9180789452434902, -0.8137448275444265, 8.358889335068161, 7.011906283460158]","[-7.97256050301373, -10.319815443463538, -13.445442215335786, -2.72151566506898, -5.468630636042043]","[5.592403308656238, 0.14110656448149933, 0.11950302029461399, 8.329253764310556, 9.166331170551189]","[2.7802433628962167, -8.32403293488227, 0.013089272954015763, 6.22175456469303, 9.264498980612755]","[-93.28533489470725, -25.59663708391975, -34.908553088688045, -7.077415563141979, -42.057202532148175]","[7.224768198024881, 0.9312905952067191, 0.2498367494801853, 7.167780626671844, 6.013210889455164]","[-36.11529269804773, -21.48058149847963, -5.905910935815392, 3.0791976080191543, -34.3382528577722]","[-1.552624606590985, -0.546707860514694, -0.028576122483827553, 8.03373479043595, 9.908607981470409]","[8.562137348101304, 0.9108142989817399, 0.13199732856526403, 8.23542353708729, 8.046388379752765]"
CHZ,"[7.348807381876873, -0.8349399466444203, -5.4739803257198805, -4.772415890545647, 7.2929401706569195]","[-3.6650116231079064, 3.6338513979154925, -14.450284614941625, -9.902539946506696, -7.893351672912219]","[4.209797654924137, 1.4279047525635573, -1.0338150897970266, -1.6423047217876712, 5.232006596105426]","[8.162902524843588, 1.4941352060019353, 0.2615349672604092, -0.5097568933972906, 7.251983985492282]","[-55.77866827733392, -47.758258738142864, -21.793254793302847, -2.694080768286215, -16.596246129411213]","[4.564216905846669, 2.3604405115226363, -0.9081903689720894, -0.5444221525235244, 7.796908534639697]","[5.081473549880759, 2.6706802128952845, 0.7110146460478959, 0.09939629766312533, 7.938188762066166]","[2.7791590124518497, 2.070573444013083, 0.3691937269828691, -1.466261460577436, 7.733587359972641]","[6.500378584832064, 2.2108000336098383, -0.4628782245694276, 0.07297269557331587, 7.910221941623462]","[-73.44755089027812, -29.93119192208928, -65.68093901529886, -42.69333180778695, -46.62750585997241]","[7.370731781417203, -19.375376005186, -4.2921874619581555, -0.5242750598459951, 7.17109998542608]","[7.259135780456762, 2.0353643985211414, 0.7524740220895112, -0.015094177751914177, 6.739236981335002]"
IOTA,"[0.1695976106868204, -5.735887207250653, 9.605472929873207, 3.4420915197330237, 6.259391428437958]","[-24.690194381405068, -9.525778698618751, -23.374262419601482, -17.78437982688428, -39.86879085479914]","[0.9935700518832971, 3.0852997645104017, 9.378183199321215, 3.42799888269837, 6.273208283916485]","[2.572145618586218, 1.796389015192073, 9.257284702274742, 2.501520577140106, 5.518274010289159]","[-14.945188790888974, -2.7879029798480217, 1.3138297471148035, -12.52455982135915, 1.1834623357610394]","[-18.76043623575995, -4.336679275500281, -3.9392403012105004, -2.277367842471657, -16.098808524264786]","[-5.215396400104018, 3.192249436839397, 9.398455883497473, 2.9908338229064624, 4.999206231651845]","[1.8651836589184716, 3.0188521642696102, 8.849846663285566, 1.8157717012800536, 6.094299470743733]","[0.9691907640402859, 3.364200308115375, 9.239628861987018, 3.6967635626381488, 5.153627176746946]","[-36.34003579126117, -13.102610827977534, -13.687384160436903, -23.50719108256333, -62.52033155965198]","[-6.634221131884606, -1.1576662619653981, 2.0727513947818084, 0.6193439056222149, 3.959942500987501]","[1.6303271721374357, 2.5932838400024627, 7.915268127749375, 2.6461008258887517, 5.645212839647776]"
NEO,"[7.536684288524427, 8.157115657941965, -8.723844277458982, 0.23382179343783221, 9.871888566451311]","[-9.589778549273142, 6.928593563932779, -7.977611212853014, -6.873815921938176, -5.492908767889435]","[0.8605073302152948, 10.17265118121515, 2.2098191368699296, 0.016843758040752888, -4.449222962492405]","[5.8012607704394785, 6.374324300975711, 1.3740085993098567, 2.4601507587488207, 2.052481888142013]","[-24.62834083216707, -1.9585611000031473, -33.47937917181861, -2.6286350647103807, -50.9445974637863]","[1.5749495147350503, 7.106061658792903, 1.2538800271488, -19.57438589900538, -17.956116899095363]","[5.947662833153527, 7.127419991823531, 2.111942934520029, 3.7269806930047737, 10.084428506543002]","[-13.093412028476466, -1.575558906581, -11.79842781749676, -15.79029445042816, -8.081390707549339]","[5.232838194700227, 9.400743605480452, -5.550835986131212, 0.46780106955752315, 8.58456172051577]","[-16.728463748953864, -1.0916113996069412, -7.559211192366541, -27.416566653770552, -89.31237970712229]","[-3.935659782596706, 4.767564002158993, -47.31832874493928, 3.556635954761452, 7.484119992451639]","[9.329785139056389, 7.786663815187862, 1.2493773188350785, 3.2457999605565666, 10.474408098789198]"
XTZ,"[2.3818406174733, -1.7096359920347237, 2.1614590005045953, -2.0343556362119153, 9.491545529449505]","[-10.568764883357412, -9.742067381109186, -2.5729050259006336, -10.18645823404083, -5.772621606201282]","[-6.458283329069864, -2.23860884470781, 4.225554598249315, -2.940652895377599, -6.2590035227103655]","[5.308411112019932, -3.0799300249062536, 3.0680630838989806, -2.5257427435279167, 4.738145763320814]","[-81.04716271276972, -87.1317571244312, -103.23576689541989, -2.548290568771416, -214.27465951439834]","[-6.355449367116252, 0.3100645723338532, 3.4462449669885045, -2.306430901328391, 9.897094795287742]","[2.3997905734743075, 2.8492171005063422, 4.854620751545024, -0.5907139806730733, 9.492546306037715]","[-2.2602352575552254, 2.3527147020719448, -3.919324771512368, -1.4464721041125124, 9.081828214527334]","[2.5099362016407367, 1.7244710637276655, 1.6204949572797636, -1.7311283077065722, 9.469316719789541]","[-41.644403752422306, -8.118504679589863, -24.04786969449178, -22.57192445576929, -71.20114369939753]","[2.6111373758066536, -8.430711333258753, -13.708550298920114, -7.359913849326595, -11.475981256732366]","[7.136941108271168, 1.3976802711502674, 4.4054519421007905, -0.18791600410636558, 7.663031690152425]"
