time,open,high,low,close,Volume,Volume MA
1642953600,1615407074273,1624560981969,1583765522370,1588219743865,149329561319.7953,190612620381.4482
1642968000,1588343231895,1667952963095,1587223287102,1661053786240,149329561319.7953,193073310185.38205
1642982400,1661052868545,1661096963007,1605742951338,1616032042706,230315082593.13123,199583276052.9827
1642996800,1616008462410,1620589983085,1577306136003,1579505728016,230315082593.13123,206093241920.5833
1643011200,1579400180429,1605225413479,1493537500597,1516495712037,230315082593.13123,206344433706.9472
1643025600,1516468381264,1546642278984,1483899562824,1541082848877,230315082593.13123,206595625493.31107
1643040000,1541274839973,1619789567000,1518009601827,1606405549124,230315082593.13123,206846817279.67493
1643054400,1605714243224,1664796697394,1600955582038,1634956488352,230315082593.13123,207098009066.0388
1643068800,1635248159452,1635669390156,1601261935501,1619926397092,139344259406.20258,202800659693.0562
1643083200,1619823236567,1621777509796,1587915535759,1604236284341,139344259406.20258,198503310320.07367
1643097600,1604191291004,1654487338345,1602638602385,1638889423758,139344259406.20258,193691274756.12106
1643112000,1638939334679,1668164177579,1618859884454,1643406645085,139344259406.20258,188879239192.1685
1643126400,1643370296861,1688669202812,1642949788660,1673282874737,139344259406.20258,184067203628.21588
1643140800,1673244282616,1673396812985,1640555216839,1664331859448,139344259406.20258,179255168064.2633
1643155200,1664426239352,1682070116144,1646074869659,1677997818991,180434312192.2633,176497635139.61374
1643169600,1678218031197,1697903188222,1666469942648,1675466743572,180434312192.2633,173740102214.96417
1643184000,1675450311642,1712180884320,1675353197067,1710593808582,180434312192.2633,175295339758.5876
1643198400,1710649586635,1743399324711,1695470984280,1718626096142,180434312192.2633,176850577302.21097
1643212800,1718338797896,1768739247373,1693682173981,1704420230478,180434312192.2633,178405814845.83435
1643227200,1704465256651,1704501784891,1626204024975,1653383145743,180434312192.2633,179961052389.45773
1643241600,1653429996573,1665431243647,1594300391368,1602309477210,139344259406.20258,179461787293.7781
1643256000,1602242817539,1628009401290,1600266316847,1623209949046,139344259406.20258,178962522198.09845
1643270400,1623228792710,1650148319005,1610953499517,1647962914637,139344259406.20258,174413981038.752
1643284800,1647940978236,1675022555319,1641080352579,1652346039470,139344259406.20258,169865439879.40558
1643299200,1652400404614,1659129648768,1614947546879,1622885729298,139344259406.20258,165316898720.05914
1643313600,1622877455845,1651177582963,1586340854773,1649377028120,139344259406.20258,160768357560.7127
1643328000,1649316216942,1663457408433,1623727597107,1659360308075,125575183030.7455,155531362582.59344
1643342400,1659404646696,1668387047604,1633294460328,1633517148861,125575183030.7455,150294367604.47415
1643356800,1633392331227,1640643783763,1616532454089,1621879300879,125575183030.7455,149605913785.7013
1643371200,1621868248760,1653137960818,1608900327500,1650418173227,125575183030.7455,148917459966.92844
1643385600,1650422508816,1662973644225,1636496511356,1654732446180,125575183030.7455,148229006148.15558
1643400000,1654737501933,1688373815489,1651622957195,1680836327793,125575183030.7455,147540552329.38275
1643414400,1680778549053,1696014868958,1672450188676,1683998530850,103048126029.14824,145725745660.53003
1643428800,1684019418095,1697931613218,1679617235478,1696999045061,103048126029.14824,143910938991.6773
1643443200,1697030152007,1699174257540,1683465113208,1692050707467,103048126029.14824,140041629683.52158
1643457600,1692001408306,1714184905488,1673064151848,1682045258526,103048126029.14824,136172320375.36584
1643472000,1682047512816,1702077205718,1672122520444,1697248530214,103048126029.14824,132303011067.21011
1643486400,1697262248247,1725247285615,1695165126767,1705689913776,103048126029.14824,128433701759.05437
1643500800,1705678414624,1710521340162,1688011275010,1697316876603,89689363716.08415,123896454335.2454
1643515200,1697304300007,1718497708175,1696524876519,1715761223651,89689363716.08415,119359206911.43645
1643529600,1715804065113,1719302326250,1701269376497,1713632492816,89689363716.08415,116876462126.93051
1643544000,1713621150763,1715263568714,1689938797341,1701610384654,89689363716.08415,114393717342.42459
1643558400,1701615875068,1704913793634,1671857213831,1673680603841,89689363716.08415,111910972557.91866
1643572800,1673697254849,1703381307198,1666678973786,1690415911027,89689363716.08415,109428227773.41273
1643587200,1690367325032,1691657185031,1635248781123,1650838550281,115991848765.34167,108260607241.36967
1643601600,1650830648834,1654212835580,1637711800534,1652695036831,115991848765.34167,107092986709.32663
1643616000,1652677540894,1667119401067,1647359978112,1664267434346,115991848765.34167,106613819996.05644
1643630400,1664209843009,1698362215390,1646126869699,1692435901423,115991848765.34167,106134653282.78625
1643644800,1692458812859,1731802942504,1690277091106,1718952496979,115991848765.34167,105655486569.51607
1643659200,1718979440411,1732180688634,1712037238141,1723937360854,115991848765.34167,105176319856.24588
1643673600,1723966550397,1744789199149,1716266119555,1743248930196,228976181447.0319,110346369777.06018
1643688000,1743231512438,1746536149688,1725762196826,1734826209228,228976181447.0319,115516419697.87448
1643702400,1734846458846,1761774559711,1719286254753,1738542887222,228976181447.0319,121812822468.76865
1643716800,1738502977913,1760287006727,1725362154647,1744038068058,228976181447.0319,128109225239.66281
1643731200,1744053521435,1767962262382,1734761994143,1735714317434,228976181447.0319,134405628010.55698
1643745600,1735734537751,1758832577918,1735246117859,1751860207854,228976181447.0319,140702030781.45114
1643760000,1751859326747,1758317842173,1738682383015,1749200564902,111904141857.80048,141144831572.88373
1643774400,1749192625523,1749200608399,1732755957128,1734882695739,111904141857.80048,141587632364.31635
1643788800,1734892737405,1748209661664,1733066746313,1747187547846,111904141857.80048,142698371271.40216
1643803200,1747218099367,1761522781001,1695323700138,1697451033888,111904141857.80048,143809110178.48798
1643817600,1697521642532,1717327008780,1680977060546,1713051447352,111904141857.80048,144919849085.5738
1643832000,1713020959842,1715323138982,1665049540589,1679892304991,111904141857.80048,146030587992.6596
1643846400,1679811021697,1688666163313,1668749105561,1671247066123,105654171578.55531,146828828385.78314
1643860800,1671357648379,1683307985761,1669340489876,1681620806907,105654171578.55531,147627068778.9067
1643875200,1681713138476,1686058426410,1644388021173,1667418723749,105654171578.55531,147110184919.56738
1643889600,1667480131302,1679903535954,1646197762095,1678841301996,105654171578.55531,146593301060.22806
1643904000,1678824720586,1685659679483,1655463490658,1660560104324,105654171578.55531,146076417200.88873
1643918400,1660545351874,1698418125147,1648872436181,1697430617825,105654171578.55531,145559533341.54938
1643932800,1697416252747,1701105720131,1686967748951,1696126551690,145455434660.35007,147032712636.2998
1643947200,1696120945133,1739452776647,1693486456013,1729558389557,145455434660.35007,148505891931.05023
1643961600,1729550347536,1749098873793,1729485254020,1731870306580,145455434660.35007,144329854591.71613
1643976000,1731880298330,1796204490040,1707791896796,1779618161643,145455434660.35007,140153817252.38205
1643990400,1779658233737,1830160638030,1778632376488,1826116457302,145455434660.35007,135977779913.04797
1644004800,1826137008729,1858566417789,1815517993971,1856204731573,145455434660.35007,131801742573.7139
1644019200,1856414456661,1869520337947,1841463966239,1860973307524,130132796613.33977,126859573332.0293
1644033600,1861002827392,1884707611024,1859047486688,1865791068413,130132796613.33977,121917404090.3447
1644048000,1865828854191,1878097535080,1862028351713,1870512085873,130132796613.33977,122828836828.12167
1644062400,1870501642842,1888702777486,1863370761025,1883479387561,130132796613.33977,123740269565.89865
1644076800,1883394992573,1885367904714,1836645296727,1867953380425,130132796613.33977,124651702303.67563
1644091200,1867955891189,1878223189443,1860885245987,1868899769242,130132796613.33977,125563135041.4526
1644105600,1868894021507,1883380089198,1868491730679,1872808052285,102804549379.3559,125108155417.5304
1644120000,1872873065594,1878586899776,1860877768387,1875684086139,102804549379.3559,124653175793.60818
1644134400,1875594340375,1881234937657,1867606450880,1871196532378,102804549379.3559,124510694683.64822
1644148800,1871158473580,1892907800757,1845714899794,1865362306222,102804549379.3559,124368213573.68826
1644163200,1865359205945,1876824980757,1860961460793,1876480577382,102804549379.3559,124225732463.7283
1644177600,1876396461171,1914108939348,1866173694643,1907109929017,102804549379.3559,124083251353.76834
1644192000,1907105287608,1929777199772,1875498722042,1927001220538,165481342834.31516,127074609916.55632
1644206400,1926849252128,1937193717963,1919702606432,1929416931584,165481342834.31516,130065968479.34431
1644220800,1929465162933,1932073389217,1909267162684,1931442573978,165481342834.31516,131067263888.04256
1644235200,1931416099842,1976850207806,1922098409397,1975190556548,165481342834.31516,132068559296.7408
1644249600,1975096265816,1998697641472,1962101474784,1989547560274,165481342834.31516,133069854705.43904
1644264000,1989475657389,1997668404417,1970427383748,1977066656632,165481342834.31516,134071150114.13728
1644278400,1977090104373,1996647851873,1957423411964,1996456705135,181165254516.43048,135856641106.94131
1644292800,1996416432246,2038170326472,1987771850293,2008780256638,181165254516.43048,137642132099.74533
1644307200,2008633288695,2010872376711,1952061701307,1972953569403,181165254516.43048,140193754994.89987
1644321600,1972737311230,1973023430652,1932360608736,1950238590361,181165254516.43048,142745377890.0544
1644336000,1949973325901,1954860709527,1929310754662,1938151060052,181165254516.43048,145297000785.20895
1644350400,1937935219274,1980910886877,1935719443383,1972263063951,181165254516.43048,147848623680.3635
1644364800,1972355985320,1981518043791,1942507023441,1950071143410,132859617508.07422,147984964725.10022
1644379200,1950088509799,1968048734124,1942452741555,1966266195794,132859617508.07422,148121305769.83694
1644393600,1966317946016,1977533805525,1949228313513,1975607933329,132859617508.07422,149624059176.27286
1644408000,1975479610293,2001952939983,1972211249977,1987091142319,132859617508.07422,151126812582.70877
1644422400,1987048666750,2013347383236,1979932267279,2007552450564,132859617508.07422,152629565989.14468
1644436800,2007597597597,2017066063538,1998693687584,2002094025308,132859617508.07422,154132319395.5806
1644451200,2002155079876,2002908493786,1974002145740,1979163959118,182738267654.4517,158129005309.3354
1644465600,1979200527842,1989492426307,1973663371289,1988575780981,182738267654.4517,162125691223.09015
1644480000,1988601964109,2023582107176,1987061348171,2012791829358,182738267654.4517,162988537464.097
1644494400,2012836584143,2021926074567,1942847770444,2000190450412,182738267654.4517,163851383705.10382
1644508800,2000255368186,2021866732581,1969685032206,1970347389206,182738267654.4517,164714229946.11066
1644523200,1970362193828,1978884355411,1938938708976,1943033066152,182738267654.4517,165577076187.1175
1644537600,1943048847368,1949346826607,1913853229856,1940743914783,158595191353.41968,165232768613.07275
1644552000,1940709553158,1949645785314,1925250229337,1947606110108,158595191353.41968,164888461039.02798
1644566400,1947631187540,1952718834146,1931899135447,1943492914295,158595191353.41968,163759957880.87744
1644580800,1943553591410,1963988449012,1940305012086,1953559578306,158595191353.41968,162631454722.7269
1644595200,1953222698658,1957163914222,1892642032976,1905948651400,158595191353.41968,161502951564.57635
1644609600,1905890718600,1909090320544,1860864636625,1878149562389,158595191353.41968,160374448406.42584
1644624000,1878212685811,1889590033876,1870103750024,1880381301352,117903791464.21947,157211375253.81525
1644638400,1879886614125,1885607017282,1852146635131,1869112277087,117903791464.21947,154048302101.20468
1644652800,1869043449452,1882041373681,1858975552763,1879832709591,117903791464.21947,153300510799.01193
1644667200,1879810389625,1881481413686,1853486959523,1866543983172,117903791464.21947,152552719496.81918
1644681600,1866477313134,1906745699390,1862271650633,1891135798480,117903791464.21947,151804928194.62643
1644696000,1891157795303,1900456961129,1859633945580,1878243826716,117903791464.21947,151057136892.4337
1644710400,1878317766844,1890468671603,1871552177443,1878815550109,97143856102.69527,149271348822.16473
1644724800,1878869077257,1884577467616,1873388979269,1883857684862,97143856102.69527,147485560751.8958
1644739200,1883876292553,1893281447055,1877401034256,1887012529981,97143856102.69527,143205840174.30798
1644753600,1887028692496,1896563586963,1878232509605,1886238191173,97143856102.69527,138926119596.72015
1644768000,1886334496941,1887030403140,1834028391911,1841204117132,97143856102.69527,134646399019.13235
1644782400,1841141770536,1863499259066,1837827202109,1845868943934,97143856102.69527,130366678441.54453
1644796800,1845857211725,1852297511445,1820844317928,1835600987651,117288575646.02573,127094193841.12325
1644811200,1835566530364,1848582633134,1826184979029,1848136835992,117288575646.02573,123821709240.70195
1644825600,1848136538914,1852739011031,1830419432890,1840553154541,117288575646.02573,121756378455.33224
1644840000,1840591467372,1879737863881,1833479405176,1866821821795,117288575646.02573,119691047669.96257
1644854400,1866868135455,1878530814103,1833261486879,1844141639104,117288575646.02573,117625716884.5929
1644868800,1844160674477,1874731374076,1838812045441,1866435130611,117288575646.02573,115560386099.22319
1644883200,1866564624924,1917326500096,1862886289822,1912623138657,131177892766.18488,114189521169.86145
1644897600,1912667595319,1925011454661,1906485404175,1922715952761,131177892766.18488,112818656240.49971
1644912000,1922577907557,1953598854574,1919421258104,1945822144927,131177892766.18488,113482361305.59798
1644926400,1945724308145,1959798473519,1939049752276,1949066508790,131177892766.18488,114146066370.69624
1644940800,1949025536080,1952047073860,1934253298437,1942091242047,131177892766.18488,114809771435.79451
1644955200,1942097474789,1979945773804,1938732771144,1973079075112,131177892766.18488,115473476500.89278
1644969600,1973050983664,1973590581464,1947962536460,1951387467395,121191312974.145,115637852576.38904
1644984000,1951373820127,1959557394576,1935203148898,1959376431210,121191312974.145,115802228651.8853
1644998400,1959321998283,1965542972931,1943743445944,1955291309246,121191312974.145,117004601495.4578
1645012800,1955244313849,1957201612569,1917738238603,1926341169030,121191312974.145,118206974339.03027
1645027200,1926459357889,1968621236522,1916000566367,1963978584319,121191312974.145,119409347182.60275
1645041600,1964132804191,1968756497638,1945841159139,1946715004508,121191312974.145,120611720026.17525
1645056000,1946712733691,1962316463094,1932184962210,1932228488590,146312126037.27924,123070133522.90445
1645070400,1932298062556,1946607077151,1918258238734,1946453815503,146312126037.27924,125528547019.63364
1645084800,1946492298827,1950777605224,1905946976272,1917105926971,146312126037.27924,126979724539.19632
1645099200,1917104318175,1924446968030,1863153333354,1872682685785,146312126037.27924,128430902058.75899
1645113600,1872644449060,1880557062030,1820834637454,1836797586428,146312126037.27924,129882079578.32166
1645128000,1836860549132,1836893197358,1795074681878,1812980116297,146312126037.27924,131333257097.88432
1645142400,1812960390104,1829726234669,1801523338048,1822871127376,131176951430.0736,132027675887.08672
1645156800,1822855544441,1830853481301,1813484018407,1825099858518,131176951430.0736,132722094676.28911
1645171200,1825148123881,1839025989035,1802934114832,1805369017329,131176951430.0736,132722047609.48355
1645185600,1805326857660,1819483058540,1772624636345,1777823770186,131176951430.0736,132722000542.67798
1645200000,1777796502587,1796745678154,1762625177927,1788275211123,131176951430.0736,132721953475.8724
1645214400,1788381769907,1791686877057,1766599116279,1777835114741,131176951430.0736,132721906409.06685
1645228800,1777784097398,1796317972278,1774798331282,1789628374104,90854681843.77785,130705745862.94649
1645243200,1789626251037,1803085604361,1787140931646,1796358214278,90854681843.77785,128689585316.82613
1645257600,1796459275888,1798675504754,1756435630268,1762897317104,90854681843.77785,127172753760.30777
1645272000,1762886110019,1776988734106,1751786019428,1776343705625,90854681843.77785,125655922203.7894
1645286400,1776344922416,1794942129195,1769787738914,1770787706662,90854681843.77785,124139090647.27104
1645300800,1770751979101,1782676090255,1766389576100,1780779429275,90854681843.77785,122622259090.75269
1645315200,1780733672567,1781940324270,1753613029444,1757323034038,111110850107.84373,122118235947.43762
1645329600,1757370502193,1758848427753,1708433830732,1718239674483,111110850107.84373,121614212804.12256
1645344000,1718224608720,1718427111160,1689774711726,1707486090194,111110850107.84373,119854149007.65079
1645358400,1707451864025,1718900231323,1687368865898,1706499362656,111110850107.84373,118094085211.179
1645372800,1706398895405,1714472402507,1700778519187,1707950887436,111110850107.84373,116334021414.70723
1645387200,1707930284035,1726266638736,1686246100157,1701878558368,111110850107.84373,114573957618.23544
1645401600,1701883050819,1751190325218,1694473614660,1735678324631,169847395235.71448,115750721078.1572
1645416000,1735681809889,1757870548276,1735495625270,1755712138577,169847395235.71448,116927484538.07895
1645430400,1755422692819,1758634175155,1684626825070,1693985229058,169847395235.71448,118861006728.361
1645444800,1693972022958,1756723443428,1671947288895,1739163021073,169847395235.71448,120794528918.64302
1645459200,1739152927833,1749619780665,1685175100843,1706387398363,169847395235.71448,122728051108.92505
1645473600,1706346350098,1714960540565,1643733638071,1649057223018,169847395235.71448,124661573299.20708
1645488000,1649080456454,1668618212993,1617923856633,1624484907308,148414588797.21893,125523455167.56433
1645502400,1624464532895,1649097802779,1622014547334,1630837286855,148414588797.21893,126385337035.92159
1645516800,1631054458534,1677852137477,1630519876235,1667730752193,148414588797.21893,129263332383.59363
1645531200,1667576427261,1700584126753,1656314401909,1680519865171,148414588797.21893,132141327731.26567
1645545600,1680514298088,1691613276379,1661845022619,1688789125387,148414588797.21893,135019323078.93771
1645560000,1688896533220,1702925067361,1673413882175,1696921953571,148414588797.21893,137897318426.60977
1645574400,1696947539572,1703673163528,1675967411214,1685149213391,134561629338.84209,140082665801.36298
1645588800,1685127499880,1711321982246,1683423399233,1710483734321,134561629338.84209,142268013176.1162
1645603200,1710392768928,1746740255838,1707417436858,1734584007687,134561629338.84209,143440552137.66614
1645617600,1734554549442,1753806278543,1718801353304,1720252510419,134561629338.84209,144613091099.21606
1645632000,1720252311839,1739620298162,1682620190335,1687157803812,134561629338.84209,145785630060.766
1645646400,1687177978005,1692141856713,1659054157438,1661972874745,134561629338.84209,146958169022.31592
1645660800,1662028836398,1669528672409,1552764569846,1559670882445,265803155866.42023,154692784310.24475
1645675200,1559793506915,1567813728151,1516580571025,1555711361212,265803155866.42023,162427399598.17358
1645689600,1555674842872,1579959703457,1533503798433,1557596947624,265803155866.42023,167225187629.7089
1645704000,1557602508474,1597755652975,1540999635294,1592731596171,265803155866.42023,172022975661.2442
1645718400,1592574698275,1659906840600,1581964387590,1659301243193,265803155866.42023,176820763692.77948
1645732800,1658951652254,1735866550052,1655287216072,1682942461692,265803155866.42023,181618551724.3148
1645747200,1682897231502,1705313956354,1673584404869,1703268323846,161075900745.27927,181179976999.79303
1645761600,1703278162648,1703761519546,1676187316314,1690569500525,161075900745.27927,180741402275.2713
1645776000,1690462438125,1702441759517,1668120342156,1700407002154,161075900745.27927,181374467872.67432
1645790400,1700368614201,1745023842132,1700266607979,1738242529367,161075900745.27927,182007533470.07733
1645804800,1738231571115,1744251946553,1706276005185,1712942698071,161075900745.27927,182640599067.48038
1645819200,1712903429521,1768572811360,1708856882163,1750176144286,161075900745.27927,183273664664.8834
1645833600,1750202222670,1794821173558,1746562264899,1762705443301,116136978077.0633,181659784128.87564
1645848000,1762673503290,1769922231341,1741429144818,1755304035876,116136978077.0633,180045903592.86786
1645862400,1755344401782,1768951097821,1728911836430,1743544608983,116136978077.0633,179124671029.77893
1645876800,1743491832755,1764526896518,1736927073695,1757088369330,116136978077.0633,178203438466.69
1645891200,1757148746087,1767169739637,1741178753768,1760836662909,116136978077.0633,177282205903.60104
1645905600,1760879640771,1779871404747,1744290436110,1752534458944,116136978077.0633,176360973340.51212
1645920000,1752588923889,1758006773148,1705758175975,1721565267964,140683928504.51483,176667088298.79572
1645934400,1721554726856,1736413732098,1713646892087,1732622067421,140683928504.51483,176973203257.07935
1645948800,1732749644167,1768597761245,1725661222839,1765970166125,140683928504.51483,170717241888.98407
1645963200,1766142278337,1778718284003,1721542929297,1757346393860,140683928504.51483,164461280520.88876
1645977600,1757323363244,1758610682921,1671648199290,1675330504463,140683928504.51483,158205319152.7935
1645992000,1675279183350,1701628713239,1654125698512,1678021489226,140683928504.51483,151949357784.69818
1646006400,1678024736680,1702364969524,1665088607450,1679920565806,180764576220.19144,147697428802.38675
1646020800,1680017299568,1703820950800,1663497660918,1699238091635,180764576220.19144,143445499820.0753
1646035200,1699275351498,1711379742888,1690445564001,1699786734878,180764576220.19144,144429933593.8209
1646049600,1699837164193,1797754185347,1684571632148,1795066921648,180764576220.19144,145414367367.5665
1646064000,1795270051908,1808284166269,1783466032974,1803290116750,180764576220.19144,146398801141.3121
1646078400,1803391215345,1895799543190,1800021858537,1874258411063,180764576220.19144,147383234915.0577
1646092800,1874240278145,1894490489450,1859092293843,1868706367964,187290167790.07593,148693948267.29755
1646107200,1868696820699,1882932731013,1858139969845,1881044017449,187290167790.07593,150004661619.5374
1646121600,1881055163011,1891534910591,1850216156972,1880525373825,187290167790.07593,153562321105.18805
1646136000,1880706506632,1934044388685,1874602963196,1887789294041,187290167790.07593,157119980590.83868
1646150400,1887788248859,1904920273703,1867315541358,1890457315792,187290167790.07593,160677640076.48932
1646164800,1890452885642,1912777793600,1887091111390,1909523639050,187290167790.07593,164235299562.13995
1646179200,1909513117562,1924360102721,1883237699190,1917674584571,167672864016.48825,166812093859.11118
1646193600,1917717616332,1927123552070,1887847288860,1896805330916,167672864016.48825,169388888156.08243
1646208000,1897086321950,1918032322961,1888187744120,1910134098216,167672864016.48825,170738334931.6811
1646222400,1909981471266,1938352890163,1870101785108,1895510695193,167672864016.48825,172087781707.2798
1646236800,1895480116406,1909500023711,1871171698572,1881533701963,167672864016.48825,173437228482.87848
1646251200,1881502252545,1906925324127,1879838745494,1890509917266,167672864016.48825,174786675258.47714
1646265600,1890533642191,1897298678311,1861713034307,1866623942479,139379022079.0024,174721429937.20154
1646280000,1866600566447,1883803592968,1852349020950,1875729374055,139379022079.0024,174656184615.92593
1646294400,1875718760441,1882738275000,1860354525726,1873816109107,139379022079.0024,172586906908.8665
1646308800,1873811858932,1896016270292,1828333123798,1836374110476,139379022079.0024,170517629201.80704
1646323200,1836360817043,1843722179059,1814036789669,1825371535495,139379022079.0024,168448351494.7476
1646337600,1825293778178,1843363310514,1811849424796,1836160997172,139379022079.0024,166379073787.68814
1646352000,1836177858405,1838007471915,1773905615613,1792654557176,151760472435.82098,164928868598.4696
1646366400,1792611958105,1796144883185,1782061767115,1794953797478,151760472435.82098,163478663409.25107
1646380800,1794985325444,1811749696098,1775698889423,1804026507114,151760472435.82098,161702178641.5383
1646395200,1804053872938,1809461164759,1763596065724,1766052856941,151760472435.82098,159925693873.82556
1646409600,1766003930351,1777954489245,1727435071955,1729520551314,151760472435.82098,158149209106.11282
1646424000,1729507423791,1734130464186,1691623722569,1713295134304,151760472435.82098,156372724338.4001
1646438400,1713353631106,1714160938118,1688714809185,1708822804068,96959925796.29582,151856212238.7111
1646452800,1708808152889,1718388269877,1697698358304,1715530611035,96959925796.29582,147339700139.02206
1646467200,1715461380307,1728981260614,1712159826513,1725260444189,96959925796.29582,143804053228.01245
1646481600,1725233150420,1734775735179,1715456148332,1726017422060,96959925796.29582,140268406317.00284
1646496000,1725999423962,1746093341212,1725494155462,1740276488651,96959925796.29582,136732759405.99321
1646510400,1740281860760,1745665224298,1731603775015,1738268839021,96959925796.29582,133197112494.9836
1646524800,1738293421351,1746836794870,1725855884810,1726169270346,105879165059.237,130107427547.12102
1646539200,1726117124387,1738035943125,1709916887294,1730292852789,105879165059.237,127017742599.25845
1646553600,1730377495475,1730447886749,1685148381842,1696311290365,105879165059.237,125342749748.27017
1646568000,1696292195487,1720293222873,1693990185967,1711928272227,105879165059.237,123667756897.28189
1646582400,1711960967233,1728672089891,1696736317342,1700755992192,105879165059.237,121992764046.29361
1646596800,1700738421775,1721870546688,1675972267801,1684048856248,105879165059.237,120317771195.30533
1646611200,1684122701487,1685704460986,1651435914495,1661653865706,147700825420.09613,120733861362.36002
1646625600,1661607676340,1676183563206,1658054602049,1662303052172,147700825420.09613,121149951529.4147
1646640000,1662312255408,1681993070574,1654052816031,1680872219388,147700825420.09613,120946969178.62846
1646654400,1680669842554,1723828912154,1680663844555,1713573297948,147700825420.09613,120743986827.84224
1646668800,1713452576829,1728353608975,1631895361236,1636367748751,147700825420.09613,120541004477.056
1646683200,1636413761824,1679943148724,1628896036080,1661702429962,147700825420.09613,120338022126.26978
1646697600,1661653293052,1698356702726,1656092843087,1688579890450,136573558412.13766,119578676425.08562
1646712000,1688569360795,1694615756349,1662609792274,1682082170318,136573558412.13766,118819330723.90146
1646726400,1682054472116,1709929369463,1679352154439,1701689869548,136573558412.13766,120800012354.69356
1646740800,1701549755132,1709302774760,1675017786890,1687692760783,136573558412.13766,122780693985.48564
1646755200,1687704793083,1719511795159,1670207003733,1697011086948,136573558412.13766,124761375616.27774
1646769600,1697019318853,1700839941103,1680386565613,1694801056396,136573558412.13766,126742057247.06982
1646784000,1694778664928,1787468519712,1691887484374,1779313169644,164486722667.1997,130118397090.61502
1646798400,1779355543944,1801912619483,1779284416145,1801416834079,164486722667.1997,133494736934.1602
1646812800,1801494410723,1819141125477,1793640646769,1809458284142,164486722667.1997,136425114814.55835
1646827200,1809181728731,1824677501210,1791801210393,1823093890710,164486722667.1997,139355492694.95648
1646841600,1823106023479,1824475172796,1791653742244,1808480091800,164486722667.1997,142285870575.35464
1646856000,1808567718669,1813423058163,1790359941573,1808704489547,164486722667.1997,145216248455.75278
1646870400,1808538841199,1810762067249,1762666669662,1767059388681,159031978934.86383,147873889149.53412
1646884800,1767019215239,1768359330834,1702504322204,1715466449585,159031978934.86383,150531529843.3155
1646899200,1715595869235,1721389648217,1701666032111,1712375711963,159031978934.86383,151098087519.05386
1646913600,1712405755066,1748679119635,1689754696533,1715793859056,159031978934.86383,151664645194.79224
