,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[-2.230284904877862, -7.570512838376533, -2.659340954544661, -6.730064984457126, -2.8448700524346338]","[-11.188243861137332, -17.103045557449985, -9.695634531745334, -15.009260794392546, -10.171325713916286]","[-0.20538740372690575, 0.5715398619920262, -1.4177286550558148, 0.08364065126275402, 0.7168113453175894]","[-0.4560098749778683, 0.6274683004948488, -2.4048208722781026, -3.0881106871753974, -0.3983576187651782]","[-83.7128346191939, -191.2976722348597, -43.66898582552607, -166.98329729480056, -191.39074539667413]","[-0.8640178110870972, 1.834173422460484, -3.418827064069175, -1.0274112997596618, -3.9234340249727375]","[-0.10091559239568473, 0.23484999903314582, -1.4836974091828758, -0.0548761081274142, 0.7223943854721971]","[-0.8692105292888157, 0.7029669532257596, -0.09820928370257485, -0.16757456165044385, -1.3772218633378828]","[-1.1257343430992839, -1.0507013799167626, 0.7727543563232743, -1.545500088831042, -0.6648083759743864]","[-58.564378770111325, -82.4340820087481, -35.69446801895939, -45.916997007111156, -98.0538280425717]","[-2.6247577974321814, -0.30151509053107517, 0.20322976970645698, -5.081212342093969, -6.177564638835505]","[-0.4327717106669492, 0.9003508852133645, -2.0388362204924957, 0.6167317311289473, 1.0650219312587779]"
TRX,"[-0.6395090937855628, -1.1953405821004934, -4.092617538930134, -1.8166816083403203, -0.8506794842751785]","[-16.688679457318894, -29.539696032459016, -14.450430441711198, -19.888714209998657, -14.622876844659515]","[-2.7543237068937767, -1.225593044851562, -3.797595184612848, -1.5888412963601222, -1.92612561065341]","[-8.225894559464646, -9.344910993102662, -8.0376624390032, -13.309352102372529, -5.947188556031898]","[-85.73641350010556, -6.936773447750013, -45.097786544531395, -228.41043356431885, -25.794554395724532]","[-0.5153375491560465, -0.6805686945826437, -3.287462538124212, -3.3652827366867517, -1.668789179611757]","[-0.9424765371178765, 0.8037043943449432, -4.225920087018896, -2.5649226088232404, -1.6036405923774482]","[-0.9326902981560402, -5.549026729407788, -4.186576479539, -6.741986244689596, -1.9043254358113806]","[-1.7379875407891296, 1.5292031565760833, -7.84811703065839, -7.70592189165645, -0.06763301116223473]","[-64.71713237183569, -103.17158903133277, -66.1332838161841, -112.67573671874094, -83.86556767837558]","[-16.624730816973248, -2.0178547850225774, -13.67266889356698, -63.87990769566194, -367.20172458465964]","[-0.8615935411915114, 1.5391830611395299, -4.418015990742819, -1.1890021655694492, -1.9279437355902689]"
ATOM,"[1.4279188804949208, -7.323698254918905, -4.914451110919518, -11.465387266155767, -5.409136110649169]","[-7.9876979388835085, -21.68890967987806, -10.909682717651387, -21.291928599423322, -27.216320412831017]","[1.8649775704696503, 0.07444387917485332, 1.2117442860718055, 0.3712467412407048, -0.3833407742396407]","[-4.953701444614271, -11.384165971939668, -2.8311349522752276, -3.9583258447608682, -3.0987215410800686]","[-3.7588512121740405, -13.148045030784997, -8.038007855501023, -18.82755787811167, -27.061866470648237]","[1.4462885148598028, -3.6770106169711965, 0.6272514348178935, -1.459435020576343, -0.29868458997556663]","[2.2695653912823426, 0.8418814394245991, -2.067999668546549, -1.891878002898978, -1.2525217276552898]","[1.8366183906212326, 0.07507389804513043, -1.5991849480120182, 0.830676726567663, -1.9617489174373919]","[1.5391305305545773, -0.9742931030806299, -1.7418161018005207, -0.08742614950265563, -5.617995195063823]","[-45.515274437108054, -57.41399900194497, -46.428412760969614, -58.03640973108281, -111.14266824487737]","[-0.03851315935805366, -1.94992645652197, 2.504006549912012, -0.1788522725447489, -8.731843440456423]","[1.531922764550718, 0.1602922118227989, 1.2548775430371055, -0.24568498901790403, -2.0479021988287407]"
XMR,"[1.0944751094628826, 0.933606713218975, 0.23274155799305735, -0.20238239841362154, 0.5504730840424384]","[-12.94259115357409, -14.893855665401196, -8.808417790760307, -22.23667270336769, -17.20495174351877]","[2.99321908852768, 1.7657911099760817, -0.3229644557087184, 0.7275305278577724, 1.4026256393155272]","[-19.99881560410522, -12.069015765838227, -9.920363113997235, -21.75570329961113, -28.51673209386794]","[-25.2998202699844, -30.71770107177801, -7.405258796411348, -72.33228096526551, -9.503242960905515]","[-3.0154260949791287, -2.6450457911489713, -2.5223938238656722, -0.2959666601022097, -1.2087746795523227]","[3.04144628586931, 1.691053905144773, -1.5510943035174678, 0.6824925807602097, 1.2615074833146576]","[-2.365150049473945, 0.2506639314561617, -1.7861905727594347, 0.3725695688624989, 0.19545699666905042]","[-3.4809875503123506, -0.1785247142189303, -0.7429993085382186, 1.1936160631830244, 0.6952728602601141]","[-47.928650847298464, -46.21155621771334, -56.09282512940017, -56.94171281794662, -130.11280435583666]","[-12.157326249483305, 1.3440656044752415, -1.7222535879436822, -0.8421295413062734, -3.8825131172553826]","[2.8750404699259375, 2.2037477650559674, -0.3827312460797136, 0.9442172809850322, 0.08340205010385246]"
VET,"[0.6268899504031901, -1.8890253791038425, 0.5524072574246053, -3.4182303034159367, -2.011238004843987]","[-16.483660020686465, -21.198912945006445, -8.621387070480386, -11.056511647207955, -8.090086373729772]","[1.7286675961844429, -2.257265921166457, 0.09467521715321033, 1.485445450651024, -2.264835320111721]","[-1.9535545703480823, -0.04338583032813952, -2.196093358054372, -4.614825657602749, -2.186886716775133]","[-11.088398134858549, -15.101542260156126, 1.1966108658576098, -98.93059583434895, -44.811483226577906]","[-2.436727249679093, -1.9567436226517725, -0.3060261146152233, -1.0512953165856787, 1.1696164163060119]","[0.6008235095427249, 1.4730099821522826, 0.9689096217864667, 1.1359467668938017, -1.1453725442106]","[0.23038754016444737, 2.3390551335949987, -0.6611198037619527, -9.014848019647802, -6.073784705674912]","[-3.00557556370375, -0.5355676214292544, -2.249055664065706, -3.4613799856549456, -4.671847265330997]","[-42.528550185274575, -65.59661045984741, -64.30674606208633, -78.18888189673837, -66.51316199701702]","[-1.133361528194328, -3.8040258419782647, -4.946054337970798, -1.2951710879638256, 1.1436622990515626]","[0.6695645575365575, 2.0390423621681952, -0.6737106161684023, 1.2576541160296582, -1.1803150425326774]"
ALGO,"[-9.307886620304947, -5.04882739178599, -0.6153410046567805, -4.996639277698121, -7.018401949839827]","[-7.26521119822598, -16.751534614291227, -14.201830506620034, -10.029951876214447, -21.62073112745219]","[0.5822229708104517, -0.03177746741401044, 1.7917940611395269, 0.7168585216683625, -1.5629693054159128]","[-1.559995820437026, -1.0255210087210147, 0.9578518723818427, -0.9568773740158404, -0.5907945455533139]","[-9.748631952059855, 1.4596184789768132, -1.5663762229006202, -6.503897975278377, -3.8661179526460976]","[1.8935356902730838, -1.200728210272986, 1.0858835514530183, -0.4437363868886591, -0.29041053072326717]","[-5.519564463341932, -8.690056311488247, -6.047292551987404, -2.199539327661553, -8.994555398705494]","[-11.760042514300517, -14.536692801422237, -13.251275046804578, -24.086192887984083, -2.789349937557513]","[0.6151033628975766, -0.9146733250064081, -2.2989656898290134, -1.3692908319043753, -5.409014246717646]","[-40.99839566428463, -110.96695999736286, -59.398535005825146, -54.75056564515193, -55.80964559538302]","[-3.802148357638878, -7.153197288386401, -0.4505480264636592, 0.5757585334041025, -3.572587644961907]","[0.4807391281786775, 0.4591843850721305, 0.034569314478988845, -0.029263923024356292, 0.26056946114412044]"
EOS,"[0.8716773740902817, 0.21129322849022555, -2.0735394340220275, -8.258303198345361, -3.8346076690069992]","[-7.131761646273123, -15.410522366969134, -10.989097233885524, -8.84341262321712, -15.86661204971955]","[2.3599265174920854, -3.258189977748935, -2.748043594331468, 0.6738625275579219, -2.1238465865115255]","[-5.152342406914484, -7.465592266603688, -10.250593240882516, -2.1266418652820738, -3.1311010857801267]","[-2.540201898283408, -5.502658214163833, 0.1407894031477438, -3.9105448123833058, -2.6707083912008414]","[-6.908125748166831, -4.588996862917654, 2.2011191703657413, -1.372757400817913, -1.519749395951378]","[-0.3654470607065156, 0.16378921537524715, -0.47493099970854674, 0.9946447135600023, -1.4707192552772281]","[-27.04109414123352, -36.01169578263761, -14.378962071097213, -17.66908220003576, -27.515754860930535]","[-3.3871924965482587, -4.9888905447651375, -0.23538033949391748, -2.337016822684908, -2.066463152681708]","[-77.35387237736623, -91.23942444678565, -86.16846449626748, -52.71079909464036, -98.74946327554609]","[-0.7215311234391483, -1.0142060067882979, 0.01819063919984034, -1.7007168008310596, -5.609632873506952]","[2.6373242444637834, 1.6784134655745007, -1.1685992983495683, 0.012904855998305964, -1.3621186420735325]"
CHZ,"[-0.8756467335695853, -1.3473350658022918, -0.6348989388812872, -1.158392994937491, -0.5465473897306654]","[-8.134310499225819, -17.92839772377308, -16.75900313642945, -1.2123949159989096, -18.989077585183153]","[1.4514642821441592, -1.034425749744019, -0.9910230580865641, 0.336708595489268, 0.26540017467954236]","[-0.7026183316728108, -1.2340125407418827, -3.56028065566828, -1.6392599101188794, -2.5204778249967923]","[-63.24894486685179, -80.6207855357267, -5.211552420645291, -6.100854700865834, -1.7201809544822748]","[0.44738868385086783, -0.9952785792220402, 0.17734304863978595, -1.4854276945215417, 0.7083909750825357]","[2.303278705657294, -1.550678041300633, 0.8482947779610917, -4.330286398854353, 0.8695913124509951]","[-2.04490984355125, -2.9890835925588632, -0.8277602505534958, -44.50173306274854, -153.2745714064519]","[-1.8109828030285804, -4.114942064848763, -2.258491898718996, -2.7006716454320117, -3.3715493519730315]","[-62.41332085447966, -114.48247251064976, -38.70720630401364, -39.60655628103455, -110.26500526053391]","[-1.0864246822157626, -7.896673103179882, -3.28267371854147, -0.7256038528036135, -0.9516327781317854]","[-0.05688265969409167, -1.6566221162540002, -1.1968521846874427, -0.6177632259387164, -0.45801811170787615]"
IOTA,"[-2.7123600717191145, 0.6860013869996697, 0.18546932049846232, -0.18340330325877183, -1.4910848170031288]","[-18.539771910632293, -11.344903114950682, -9.91626129832047, -9.169725066268496, -7.285153707272082]","[0.16337658997349114, 0.8912216623755498, -0.1740982910685902, 0.2953264021032499, -1.0201812614083257]","[-4.295802369518008, -15.051167067751775, -12.153007300068856, -7.877670932199378, -5.9566938764023725]","[-9.113159726935985, -11.470548819214985, -7.493752294384735, -10.302051731667225, -22.03228011116671]","[-3.562906568538872, -3.151090786714265, 1.0927754826508498, -5.7356935686479265, -2.4765628350833375]","[-17.53393866252434, 0.563090880373297, -1.1922523706001582, -0.9686411832047083, -1.715957368091068]","[-0.4961909658446184, 0.7496413601472727, 0.27348246485666766, 0.3864481312981868, -1.5089267168659433]","[-2.3184364118542558, 2.237902136805584, 1.4813835396757147, -7.907655843219506, -2.767313797420225]","[-43.53605748870643, -69.78633035026508, -56.306207127719354, -53.48788985687558, -72.74640698659238]","[-2.6892291484518838, -0.24155317931140097, -2.0359687612419726, -5.299859336483139, -6.9270953442668235]","[-0.0715450096813087, 1.2883984769620795, -0.36310166702242197, -0.1821885245023814, -1.2081710536841455]"
NEO,"[-10.079767163897484, -12.665370090500398, -3.868948191854561, -16.436240968318142, -15.633074182464382]","[-8.119880329829149, -11.691395653891796, -6.834836086183639, -7.361621753864128, -1.8478996907196712]","[1.112569850725262, 0.5708413041769363, 0.42653827880202644, 0.19444745878879816, -0.886257380131186]","[-1.8126623937683173, -2.5712237428539333, -0.8312279158579624, -0.32935940707029443, 0.30437421518480795]","[-8.025747205275707, -4.300753323884503, -12.40172850631008, -30.457980104521727, -0.9441943293806234]","[1.1352533998483334, -0.6127929072958362, 0.38919887689672705, 0.18674656752387492, -0.9528661800952539]","[1.1586356616281894, 0.052308979212738624, 0.7487244990369245, 0.2801849741608261, -2.10333546090418]","[0.14822284794710736, -20.56446729892863, -17.91389500866758, -111.37105837840863, -9.03753422111124]","[0.34055156471156345, -0.09138055928903167, 1.4639613023717117, 0.5976495089162969, 1.288402684304552]","[-58.212560980290895, -79.87065112618568, -61.398486236887386, -83.2373505696307, -59.62811181430639]","[-9.386046899860359, -1.6217428704851151, -0.24003343865095303, -2.8207579588351797, -3.2081373802042727]","[1.563247182760007, 0.9627643843086838, -0.423708704004494, -1.0736670287934138, -1.5317687958243646]"
XTZ,"[-4.044699907434898, -1.8503366889101969, -5.328355853743999, -0.169740295047737, -3.870516837082512]","[-11.376675827190411, -12.684770935090956, -7.792649778939651, -18.065103103205463, -13.97488176410955]","[-1.905253879522642, -0.21024324274826095, -0.7861492005138302, -1.198666830628543, -2.2073780888935643]","[-0.8830191757101755, 1.2399529656698371, -3.4532741507704454, -2.634270913959623, -3.1574806515085383]","[-38.453157366520166, -24.50166366545045, -3.2988038882102977, -1.9157241230395872, -1.689098955523927]","[0.12211712239236876, -0.8537948031997841, -2.260790429527131, 0.552987772179705, 0.386268592211109]","[0.4322391771369847, 0.7797188684280274, -0.9491456796009913, -1.0219787689203852, -1.4354846074320213]","[-0.05955895028154941, 0.03899912352144881, -2.362312902366463, -0.09207884076093223, -2.432329935217963]","[-0.3239397899761601, 0.039750008524546736, -5.386390436159888, -10.160389895850914, -2.652539464711757]","[-32.0411237321745, -41.78485313227343, -57.00560238124478, -66.42985245297415, -31.1096130985975]","[1.136221311155116, -0.34001569775680474, -1.377098415734457, 0.13412904375058185, -3.471831838060064]","[0.47327492753377626, 0.8684590077406176, -0.9158595418252525, 1.4713616995581018, -2.3051467003522434]"
