,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[-1.177599875074709, 2.571161483683205, -1.4402267410897973, -0.6279720815248294, -2.2066363467612446]","[0.6149277627088285, 2.1062157482419415, 0.43319811098807215, 0.2025249187927552, 0.4162949254375433]","[0.6503319934872966, 2.3511052749157226, 0.3081010013391704, 0.21142765796387078, 0.4161713242844099]","[0.04974469599676775, -7.18082091728246, -3.020699845736544, -2.9225093845868235, -6.252373148360858]","[-723.6702440962341, -817.0696539888228, -38.88528057250565, -809.2181587416102, -304.73701898056004]","[-119.7979832824419, -45.77340712036776, -32.60948912960175, -91.87830805998435, 0.12437954002237034]","[0.7540627982206352, 2.047896409477578, 0.7171241963153328, 0.1860819831921362, 0.3602803876488526]","[-0.9269632283728423, 1.7350876518474394, -0.27079228840937736, -0.8620449755602867, -0.3687583713650854]","[-159.42449933816062, -7.527677170801712, -42.64975540744588, -4.687367081417766, -17.300076990790448]","[-153.9461258108738, -14.187284158963784, -41.30040300228192, -571.2007376535382, -37.568935907393275]","[-8.300040611854904, -6.74288081594763, -40.363124239608354, -101.00759320127426, -155.25269152672692]","[-0.21189914887508593, 2.936383977744018, -0.955673604619561, -0.7079386289110592, -0.9175689376623544]"
TRX,"[0.0004215045555396141, -0.074448364478854, 10.563969997625513, 1.7193510780863102, -0.36663245073918305]","[1.3623199759804983, 0.8500516229006873, 10.910677234066082, 3.705497279273088, 0.9632173183479423]","[1.367978653089561, 0.8431851473151142, 10.85426269262241, 3.7167786856221303, 1.1004574381540413]","[-3.7423855401571435, 0.018279486142996, 10.422526028533117, -0.20355832602353124, -4.476360913150766]","[-5999.285900929261, -4339.607284800391, -137.07372307966628, -2063.958819584149, -514.3114095600971]","[-13.705442285154792, -4.602215925194257, 10.051041904779291, -1.5631244399905715, -0.5741074154845649]","[-0.3425811502279121, 0.8454317372492252, 9.500706076145308, 2.4230945254270093, -0.03725751751887893]","[1.2318288739233947, 0.907843757402802, 10.785783408084825, 1.1514968462280464, 1.3397792833641584]","[-133.01857195423267, 0.0010892122112623665, 10.45275564786133, 2.9214226413383946, -1.7604006723686667]","[-142.98406783623537, -86.40529421732526, -3398.506365945928, -164.86261884663773, -69.40556696084947]","[-296.06899667857226, -2.469100922581398, -114.03708725999904, 1.5273036339394637, -1.3928036759567524]","[0.34035399031583935, 2.365756727931232, 3.3062351070712066, 3.6488814903561497, 0.6765149971369376]"
ATOM,"[-1.4493250682376906, -3.5227997846078614, -1.5311830450951458, -6.292298970528639, -1.189396277538415]","[-0.32331827633255544, -0.6113950121281101, 2.1595045113037576, 0.4057851950245067, 0.22350848011703262]","[-0.09072345553366809, -0.697098947667778, 2.160017565846953, 0.43336426369855513, 0.2177267572192786]","[-0.28136908214204137, -0.6294793603801091, 1.3485100714856502, 0.2377217350504856, -0.5117417176798195]","[-67.77465603677629, -333.1904321659762, -777.7261614366265, -122.13396131566334, -1.8307984247567899]","[0.06311981772355846, -0.49910274879316485, 0.42935244451827853, -0.624127980356072, -1.251506834419889]","[-213.2470571019328, -50.59569194488351, 1.3980479362650535, -8.422392782348371, -68.6372714476351]","[-0.3177380923767506, -3.050280993385792, 1.3494435583702906, -4.44492563295195, 0.26151970596843377]","[-2.499508012724847, -4.820449028336739, -38.676339247771764, -9.406459613126481, 0.01181344148622691]","[-601.4166368204818, -534.1534038191402, -1718.4604867700284, -288.3050950432268, -284.13782809860476]","[-12.576585043469299, -2.6740152166651376, 1.6748227358240935, -3.0151235278220945, -0.2778914568984008]","[-0.327547322648257, -0.9236801322422541, 0.6519700277440726, -0.6670133735837253, -0.16653204224231782]"
XMR,"[-5.215354611021777, -8.636524984757866, -7.232230890862186, -5.393037254123037, -1.4935505219019107]","[-2.160849340345977, 1.7530708429126018, 0.15785121546169553, 0.11921439852895051, 0.7364004838303984]","[-2.095525970261798, 1.766143917389855, 0.15161585661771768, 0.11323899177079291, 0.7272666056437388]","[-2.519715444679344, 0.7669353861644117, -0.7680339224760417, -0.8526508338220311, -0.023509457225688434]","[-3510.028050014761, -1918.4869214821265, -981.7866208998314, -2775.140133896152, -937.3917102951095]","[1.0200244016268234, -3.6829261815469945, 0.19309078988186437, -0.4875923082874116, -0.08248826414492852]","[-7.900924169445789, 0.3273358954373008, -0.143776012273908, -4.976123497606391, 0.7588490110915775]","[-2.625245243254124, 1.555332604211782, -0.5119914438405804, -9.087586522653933, 0.7534985235821359]","[-2.3385239422070416, -0.6180120175911739, -27.74132224629528, -159.00220130435298, -44.48807297254273]","[-499.1929535240614, -25.235588635705557, -258.8939189018987, -72.90410218717679, -371.8105337451647]","[-165.0265629784866, -206.18173754462262, -202.7288263178529, -218.90495114573872, 0.6050246621151006]","[-1.9612025801057191, 0.5796728094036407, 0.10203550303600764, 0.5797415950686547, -1.5522445409087828]"
VET,"[2.97989370969504, 1.3716366421092716, -0.5532826009106225, -4.8773481781101236, 0.8168724534923113]","[3.234964067728241, 1.626213344520485, -0.054937349818013057, -0.7414754360787766, 0.08519599382038662]","[3.2432481671681836, 1.6300645197638952, 0.030460784244232705, -0.5974921377687926, 0.08972131132085255]","[2.9662812580141837, 1.770160508752309, -0.9552996251551196, -1.5442063933435464, -1.1448395382708]","[-303.33061934661083, -951.0389409965907, -163.1742841702885, -336.60423924621944, -450.8738478692787]","[2.6956884733576167, -6.951781545737977, 0.14097678434101799, -148.58831597594897, 0.10056184005603609]","[1.38978420183689, 1.7298448817465304, -0.12762872796054667, -1.6315621588460207, -0.7701627961903891]","[-1.5531234590309362, 0.030062781513474496, -0.30639670212727593, -1.4519106548033847, -0.8629459492696605]","[-44.87256039920787, -10.476688681190529, -1.5417115151061926, -1.1678847265051613, -5.635396445860424]","[-314.6202245131866, -730.8597578232785, -113.09478575049204, -79.41455540929113, -236.3362001488803]","[-225.06258530379247, -54.22945819736184, -268.779436675667, -469.57797447159464, -10.462602038050889]","[2.6337143702316275, 1.9620303050238208, -0.8079318290871518, -1.4395768871791723, -1.068336366853468]"
ALGO,"[-0.7156612817392203, 0.2866744935378642, 3.392170850905262, -0.7819670783675551, -0.4073514528351798]","[-0.037251862814392155, 1.0003974237918158, 2.1711708576019517, -0.2765582513661855, 0.38452811137991616]","[0.06626495038380155, 0.8194175109927596, 2.1033183165325617, -0.20247101933645759, 0.39193637264123904]","[0.11033356382534676, 1.1074082081312533, 0.13325251931953333, -2.955012375089223, -0.7801909460865705]","[-88498.19842823868, -452.6713572411997, -1376.0193242395437, -6881.280934979833, -20770.83130722332]","[0.3884793331147849, 1.5659252302125632, 0.8034096585075938, -1.2628823528510937, -0.3730733742103809]","[-3.327033337018069, -7.942904955246084, 2.71918287507027, -0.26128885532564927, 0.619687042290423]","[0.1760692432160206, 0.21102810320530735, 1.9551700139907087, -8.323727497651548, -3.170564861723774]","[-3.79080398294267, -1.1403459995986251, 1.3920785266438933, -1.709070425438388, 0.15619310000649753]","[-193.56897700062018, -247.3952124658315, -429.0890412844399, -3817.1856005725963, -35.714609125912794]","[-117.11370389232845, -80.69262989981164, -601.439127761885, -588.2680794960459, -30.059532673152162]","[-0.36296736124948037, 0.903366073213239, 1.757679761713281, -0.1442411646884447, -0.14568196045400064]"
EOS,"[0.04560229458871025, -3.0891800990449094, -0.15799363424589485, 0.18638711675988442, -0.6119503190739882]","[0.054093448355137914, 0.7211625116907029, -0.15026576552929652, -0.22138746846418283, 1.4918168882094638]","[0.053159790026199555, 0.7788080839037731, -0.25679762337226575, -0.24656161673275176, 1.4373358282665973]","[1.4528493764053572, 0.8404794293438399, -1.09847506613198, -1.4600571925348311, 0.4272319330861514]","[-0.6335600081404518, -90.21118212687044, -0.7045081348296057, -4.312228659745044, -0.20627073308922683]","[-0.29437064957223213, 0.604683421766229, -2.4285793827337114, -2.2804367588453385, 1.4222601133446924]","[-325.3262353539878, -84.85550453615302, -48.407805156334014, -12.299636295304236, -30.114390621875053]","[-1.3294430634063774, 1.115853921057014, -1.0563060300569398, 0.07175137656046597, -0.5457684600276758]","[-1.7151092109551729, 1.0955462451002074, -8.38601583666631, -10.688963647142346, -1.4542009159753824]","[-114.81374723028486, -843.5432085027606, -836.6548293074989, -26.441191755257048, -219.75969933541174]","[-415.008973298961, -739.8850477545891, -600.4427692282536, -183.37395428614477, -253.22297743443468]","[-0.28374226359009147, 0.4356972562764426, -0.9223580980967707, -1.1875698174381728, 0.5204446252621375]"
CHZ,"[-6.323167645521352, -0.5946520450381086, -0.7271402085525871, 1.1163801541275882, -0.06491243706019796]","[-1.424535259795042, 0.012235198112355133, -0.14689503080704383, -0.5350781824129119, 0.015593255398601479]","[-1.2115807872434108, -0.0028535655184139014, -0.12850714442185648, -0.582117066356973, 0.030132639531298595]","[-5.776038146366502, -3.993164509823894, -0.7664301179756245, -3.1553111718900717, -1.9060860374909505]","[-96.61710031835739, -416.95458307574415, -282.34783213642174, -155.78865694322351, -13.152705747330668]","[-2.623437971649775, -3.6716403249352276, -1.492532380467553, -1.6665595498955583, -0.2550681281689006]","[0.07821014037525158, -6.294964635724738, -0.22330242956622343, -0.9789796053372565, -4.527881869604285]","[-0.5605794130348474, 0.06474084835472604, -0.7570776645212306, -0.394878823690145, -0.8036024977792766]","[-0.7875032574595588, -6.67389093526807, -0.8201841613522849, -30.346118493698427, -18.600451386862566]","[-72.03728657420241, -79.6906058976781, -85.99195141747032, -67.1065163393695, -34.59058742630161]","[-3.1865117947506185, -0.10377415930958438, 0.3712393344275756, -7.5380587110278245, -1.4391127726762765]","[-1.4358580461861754, -0.43672391174997854, 0.5785812378756855, -1.4628824376508216, -0.44391489754402713]"
IOTA,"[-4.04771147093426, -7.443970581838672, 1.6692220067465582, -5.374251988732673, -7.072500927932869]","[-0.12181802176604445, -2.55891224319662, -0.25484939445604815, 1.8202946084783362, 1.069108030434632]","[0.017634772403001073, -2.6880700600908125, -0.29234667362369915, 1.761961237593529, 1.0987994964187229]","[0.181379391146815, -4.449797220255385, -0.9562482759369291, 0.852269217987581, -0.8340936358444677]","[-26.789678567373286, -85.43065974624074, -8.140377243506908, -30.613564244935525, -19.135946202396415]","[-9.27992040593179, -0.3920623888687447, -2.589158830835171, 0.14897045019507085, 0.5840324477708505]","[0.628576566721772, -35.954921377832825, -22.49705667730348, 1.804246453624755, -16.25368797592569]","[-68.31472812120839, -7.521206199340316, 0.7772946521064755, -49.01004906106978, -0.16758659246480442]","[0.35233880167877335, -0.9284190391292481, -1.9225274703892754, -2.527777735500857, 0.3539956588026387]","[-85.38447408711156, -76.76027778065136, -2054.8788257758983, -499.0204881198526, -17.581230270694974]","[-15.060557685029016, -50.43409125548981, -58.946862689722266, -60.53738704488002, -47.61250836442885]","[-0.49628963473051524, -3.165961041141389, -0.2974808612182728, 0.5778322161413647, -0.05012878047094409]"
NEO,"[-0.932013316782619, -1.3412751121122624, -1.1841590876673838, -0.36890108713076086, -14.429950432496325]","[-0.4057292314800659, 0.10513487785573457, 0.8947424909700137, -0.07893433202251486, 0.3660768449417687]","[-6.16799434215959, -2.6204949284333807, 0.9290987642622438, -3.8405346223179455, 0.0016241761074751214]","[-1.284984834168443, -0.5011226063051923, -0.2810093446675069, -0.9935839160558133, -0.3821455071658706]","[-6.919575763710077, -1.7326931275541537, -101.76786738551802, -778.1871607830257, -47.860317636670665]","[-24.150600776895853, -1.7957505930002944, -25.906373461044502, 0.07459419366431552, 0.2874785696689496]","[-1.740708781802406, -0.5689945118137723, 1.0221851668463051, -0.14011622517314445, 0.5174039022299206]","[-0.26950937558420324, -0.23878208594588068, -4.4055028673363745, -2.2021371861283647, 0.20839624925890946]","[-3.779201437141829, -49.145204745424465, -97.19745261946521, -32.381257648559085, -1.3280264094106253]","[-348.6649190550094, -250.80104657394781, -259.56045988498823, -427.4481581753206, -71.87641731666449]","[-66.8843132718719, -128.0581925785847, -16.724731418360612, -136.49111182710655, -152.7606844713333]","[-0.695134899343737, -0.7796885849112888, -0.9752296432791568, 1.0499302446598222, 0.10193876759913387]"
XTZ,"[-0.3888042641117994, -2.87947868211799, -2.2170763660690294, -1.2405646842217872, -8.44540066739871]","[2.8277240025350814, 0.029742818872231774, 0.029821572502743653, 0.06471054575229865, 0.708419187444889]","[2.8366169948066937, -0.05254815747133965, 0.002877392154348058, 0.005777817664649862, 0.7100156034102542]","[3.988841249450476, -0.4909310317850766, -0.20708075300795908, -0.5092297352662251, -1.1309635827405315]","[-731.3033503032991, -5154.938090242892, -7650.047573873296, -461.46311875176343, -1625.5294501725193]","[-4.007621151890903, 0.5410715656410411, -0.05314945175516779, -1.7100536844633942, -0.8020603928219384]","[1.6969634144760863, 0.12512704711219652, -0.8970731508619996, -1.7200792752216303, -0.17144255880327208]","[2.0082688503381405, 0.30444982025123457, -1.5746136201494287, -0.8480314215602133, -1.4515675473103185]","[1.753210551010388, -0.2813958921316315, -1.4179682682282801, -1.3390889370425654, 0.7914808619651633]","[-924.2306040094768, -136.49556535341435, -95.38305593685753, -324.4115852724419, -237.49393344863435]","[-413.88007140985724, -6.873031320353924, -68.40164338577503, -222.60510940327129, -126.69905085604107]","[1.857148891295251, -1.1379852994872737, -0.06135032739537225, -0.6946456799345675, 0.86377995713937]"
