,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[4.746193957311274, 12.99378949036373, 48.702508584871865, -92.10967979176792, -137.1374146295102]","[-5.288081964118545, -91.38364638230874, -58.80040640329845, 5.945499685669388, -481.3873021031543]","[5.442409040854914, 62.64812501116218, 25.573208719291745, -61.15928800147573, -18.314867487554906]","[27.271614603637655, -17.586615502311396, 63.27185446977634, 22.522450339393057, -120.32356985095554]","[-119.19624874102726, -181.77224526276683, -24.70971727260555, -2.134141976814771, -822.4038515504216]","[1.1222236580536855, 23.82596579458669, -40.39883387297096, -38.88015111811304, -26.70759913164954]","[1.0427393696701492, 71.12397051872686, -65.84482911194543, -60.402059493810654, -16.826333282432575]","[48.02376521780367, 46.3370813707202, 12.47030746212459, -279.70966176422377, -396.01268789838707]","[75.34080855587204, -13.52510894023235, 19.12957218370653, -126.76364579708333, -440.5443061967161]","[49.59545089146056, 53.96569797673979, 56.11171169202691, -35.65157761887667, -330.62201531433055]","[55.65335999670851, -112.23705844110093, 13.442712105562068, -387.0586231561471, -307.0543749313342]","[57.944205236855154, -6.992116001493656, 61.41454945395552, 7.0843565134498245, -23.347173237179323]"
TRX,"[45.54860904505707, 69.5643845540271, -105.69464640551891, -47.39292936219031, 75.17492531631788]","[-30.402481103093415, 53.95097009560388, -190.75301817235157, -71.03621268380178, 64.59506514487097]","[51.63115178462571, 76.38327976088542, -73.06704318693437, -12.51931014692918, 66.09161226379217]","[65.75375028932004, 45.17525871410767, 28.034919799609938, 11.71767991492949, 64.74650860638906]","[42.263923578179465, 15.301751086109327, -64.52477282740766, -15.654562296428336, -147.1289177899166]","[50.70985251154416, 81.06717131431571, -57.79178103879386, -8.871885666327827, 4.811959969724061]","[46.6101073439901, 16.081494880683046, -80.67729801815823, 6.842939927877296, 38.27505105938525]","[16.003297766467973, 23.610776689154648, -131.1374796105055, -36.77472883461169, 54.88508175914924]","[41.33394525952293, 64.38207424937438, -84.37708144995291, 25.217459263220814, 41.92480110962203]","[61.22730752723993, -16.999646116151908, -325.50275165252185, -14.945777489683742, -25.497289010841996]","[14.267740241018437, 61.09216803186563, -66.45354369766035, -16.746406846884874, 48.19691417541403]","[91.88878725249901, 66.41058670617701, 7.562609008842508, 29.6097962717227, 58.87449757487507]"
ATOM,"[79.2456529413926, -35.443615584116515, 39.38981227499341, 33.525280855675064, 23.550452545082063]","[54.71707482701223, -19.582366460039214, 79.8693467689368, 16.145349730053297, 9.889797210750743]","[90.50080148395135, -51.105848753547136, 35.99258344487042, 28.95229374906172, 14.570750562306948]","[52.97689027830975, -13.722199685256681, 77.73445188760668, 58.929641549392464, 76.24983295821475]","[-94.50992644893606, -84.87236868383576, -95.61212423881949, 46.19107713321391, 15.205526480468997]","[57.4116409463713, -26.432314308477977, 66.61939917744293, 14.203075765056225, 25.260301489635413]","[88.2511602990904, 8.56271212270208, 37.43320776063785, 38.9422034982485, -4.467151976737749]","[71.48626636625713, -17.023409709277708, 42.62704548558958, 40.320300850178384, 1.3173636727111426]","[87.3750283092461, -86.72961528891588, 61.21569213062587, -41.28184595616559, 26.01141040084099]","[71.82365633229246, 17.713502538637456, -43.979920272149506, 63.22013847826273, -53.60394120522889]","[-47.00936785847109, -62.56096650807742, 65.93866394298202, 63.79294865582396, 47.49006757367075]","[80.56171389373823, 30.6323742919217, 76.36172259261468, 58.593255088296495, 35.8653631820468]"
XMR,"[84.26394257600002, 81.86900526549805, -94.92658410662075, 47.78290757262003, 53.97668320822292]","[63.169374621083854, 85.09494420242385, -296.06329966459975, 35.27324071437178, -112.67113821721458]","[81.35626183972204, 89.50314303079433, -7.791547354427259, 22.39494852913733, 77.6609252076615]","[82.82387577790486, 89.61835018696011, -103.8931106940669, 46.15032944257586, 66.62484813237172]","[73.89569378643056, 2.833659262459263, -95.94342722578382, 58.35330199362845, -59.632440964970655]","[93.22196208383399, 89.56383780642511, 16.245720762761433, 22.100598545668337, 81.79411671027539]","[94.34387747494354, 78.65239149004185, 24.034245318946596, 60.08455130224355, 50.211425022763756]","[53.05840307614643, 19.783082798527108, -76.59570292271248, 20.327983900551363, 8.661227149969255]","[93.04672157526494, 79.37561833545762, 7.726097685339208, 9.264265787561458, 73.45887571228779]","[79.47756180472452, 84.1109083420187, -52.79707104367364, -35.18701200961454, 56.66130012211185]","[60.93604596042428, 73.01340668759897, -377.1174234608821, 35.078489465946056, 79.84658056499575]","[95.85875312876104, 91.1953377842425, -43.24999391501846, 38.065296629463916, 75.88385485042262]"
VET,"[71.76200947816818, 55.232311781873534, 66.69382004677495, -64.48539490671568, 77.54189381382646]","[61.90272605361463, -56.89615971852058, 21.530891952528012, -152.63341700168013, 62.77860529094199]","[74.2074765351733, 51.896049701479676, 70.84395623238359, -3.9900070944466313, -139.5815978444257]","[6.188852970887858, -9.759462746420478, 56.11728858518064, 39.78412751112373, 74.75618473982165]","[-84.5279255100268, -304.6346670339601, 27.344416971694045, -211.4105938525377, -45.608911379952815]","[74.05817088657312, -61.91379635636088, 54.12021222199448, -63.35171165597985, 63.760171463580114]","[72.563374829976, 43.883344213992764, 52.55266286377549, -66.48850840173002, 73.0484365051723]","[73.11397435965112, 56.03389329137697, 56.73430149853269, -43.912011263677485, 60.87670999867528]","[72.81079438348796, 27.210847489487794, 53.70233298429461, -45.61480625880582, 82.66553251135649]","[5.87569202693599, 26.84864388001448, 59.69967776469694, 41.9583600485632, 36.29124537478635]","[-62.039405805705904, -256.2941405203714, 58.35856009298407, -63.42197167388498, 41.5325977172125]","[52.66152096833429, 16.41196301377242, 79.40293152755744, 35.14443312980608, 63.90403050005917]"
ALGO,"[-34.8131718950142, -136.22054924063528, 65.3314284281586, -1.1757344981382225, -197.47064889515914]","[-45.47217490230089, -268.34004995334453, 61.51685747119095, -130.09580664591712, -270.972377173729]","[-19.58862875270516, -77.80918725071571, 63.85035595960807, -41.79858496596386, -62.029138180202956]","[18.997109433038762, 42.42638930556345, 82.53063050232467, 41.09429086983746, 31.83376759146001]","[43.28455080751101, -47.95447056026404, 39.02013029268594, -148.19337012724623, 35.22284068702079]","[73.60305828325858, -61.590427049758446, 57.02018625725947, -69.27841249044036, -127.15300409041437]","[-23.10463425237373, -63.26470156422239, 34.2636991562302, -115.944917832974, -84.7818149579751]","[-34.281786680411194, -17.456514259368006, 33.154831019289226, -20.643902322221113, -86.57962065502369]","[-56.49014657810027, -73.76051656415868, 53.117348561279854, -15.497128135704171, -54.85856253795723]","[60.192771405347614, -71.08704750055972, 44.51081023114143, -60.20712079320322, -132.9392810676643]","[0.2524690432111766, 31.861389306512894, 53.613993966863774, -55.31128261593913, -46.4895800174582]","[70.93988537197342, 23.749597898536816, 68.96183807032806, 6.980373186312083, 11.588589960656646]"
EOS,"[-57.195506718621935, 9.760665447085925, 29.14948525836972, -118.05773623472473, 89.71503847027269]","[-110.23188716145327, 46.065991030277246, 44.63691501794316, -176.84900838400836, 76.61402567292744]","[-62.86151917642009, 71.44343074428727, 59.32652417093786, -3.57543316131193, 91.77951391821549]","[47.971425616045174, 53.439182015383246, 84.32296966350579, 75.31420290461982, 88.94729321529206]","[-84.44315894580535, 53.63910040178187, -27.151467029619937, -5.492482698715994, 87.19037399974374]","[-68.3441692040006, 60.46270947520031, 32.11861243508505, 0.2541444726864177, 91.31260167314827]","[-51.109139267375284, 4.297464081125361, 30.337583837348188, -37.57534615242606, 77.05998472203427]","[-83.62831684129398, 72.71242698444748, 61.32119756211946, -28.26831829546036, 75.63385964443363]","[-66.46504736703943, 58.04790673372799, 31.118803171584037, -5.758992549870821, 86.93945611121654]","[-233.26791401426755, 33.82090769804739, -1.7929048664879395, 24.99796525688588, 88.42925559133114]","[-223.96731237975928, 54.7886233279105, -16.13062188445057, 28.5521809231842, 53.09856075953907]","[41.24033794143722, 71.84890412792882, 78.93981276847747, 30.637699621796965, 88.60603764631472]"
CHZ,"[54.03967552861055, -169.81591075694894, 68.184200698873, 8.556022000716471, 15.752446782701801]","[-69.43706689525403, -153.02893025117154, 73.08144598728778, -68.58695956119568, 51.9386185341653]","[61.813736356897586, -111.00980352043666, 77.1356988829105, -23.816356845067816, 60.127037394059826]","[53.43875488408914, -211.22370470643278, 92.06999692223043, 53.01448600282117, 69.7392992159102]","[35.0099084634089, -905.505026524707, 83.50124030920827, -15.818578667668623, -107.40811111335964]","[42.57438240890023, -227.6670195090335, 57.6204838825195, 28.21655812500549, 57.84610922366408]","[-31.347609658435417, -2.954592050769559, 77.9794255349484, 23.06523493972021, 59.22881000735467]","[-30.46064109463226, -25.543505871513577, 47.71331082798813, 14.267664172821135, 16.41673632938863]","[-46.68415649573054, -32.64778752893396, 83.62040626571361, -45.41784263119532, 66.17208762630116]","[40.31508153487407, -205.63632163730992, 67.0332418145466, 51.03272506499159, -4.5853923653184925]","[-414.2889290094134, -624.264429841015, 72.74918205824831, 42.97779792221005, -80.3624387183329]","[48.80849703098604, -147.50188072212842, 85.5646170556795, 53.452198607997104, 66.8226879953376]"
IOTA,"[56.066123353791056, 18.84838644762608, 45.23113547108621, -64.99092091921959, -38.17833906031063]","[38.07562304222415, 32.91283529759838, 28.180610776276115, -168.4494390939072, -87.27195257073092]","[46.25013858640402, 41.27463664201668, 57.67075382271001, 2.1992548745164235, -64.21634015040735]","[52.359320590523815, 32.88044101514064, 75.6818757911333, 33.072320195065764, 54.55546799212757]","[-24.115203736808557, -63.409804343048194, 8.183719053309737, 3.630438042805386, -105.33951240698667]","[-36.73011010844579, 56.76952825984027, 60.833413861926346, -41.82430208775023, -101.05212765193401]","[29.375500720428743, 54.6252766078385, 31.27433570090735, 13.683435213216896, -78.3535126450155]","[34.978007705608896, 51.383361028470674, 39.636269059386855, -91.58205778427082, -74.52939883755243]","[39.59032580445709, 41.21680193566111, 41.84907376138658, 1.8692778201595146, -66.47998287161585]","[25.47562106672109, 10.998465277378678, 54.47641542497627, -7.091190545729957, 45.4082537904182]","[73.77910468704405, 56.43542587500377, 36.584277729493024, 36.37651879057548, -57.06673820301494]","[86.58101339751342, 68.04823429746982, 69.88624556661469, 24.38899279104254, 18.92556326492507]"
NEO,"[16.466429740575965, 24.16620110505014, -311.18625235719753, -80.62700610797778, 59.25411015837354]","[-82.95703862375238, -124.56543226005729, -506.8793640647173, -100.70170419413071, 14.886025036313747]","[1.1501976624203558, -15.633476626829465, -317.2346118955218, -27.31449997791665, 59.25249845785066]","[67.3916169105087, 48.24370940644664, -140.30873678722224, 34.63925644990523, -1.797809144700678]","[52.54995530883867, -228.63897108561218, -425.1412240146948, -46.72741476592124, -726.356144557075]","[-10.502486518809889, -21.605352247925254, -107.39912363566665, -44.822774556718024, 60.04573208665697]","[13.020784095869459, 28.82755605655289, -502.14398356340683, -33.67608247649429, 59.769271617819555]","[5.8653014377048125, -202.1571695091107, -738.1561442111291, -155.42455515611337, 39.538224423713054]","[-6.189595828971159, 6.532047215641605, -224.92810901270133, -9.637107406661114, 39.41901298760657]","[24.95123653307583, -234.94762917052125, -795.1112300335017, 54.78137471474067, 9.364537066527348]","[25.43093028593344, -240.98783278685096, -777.6412923520271, -71.57787193838774, 19.938190549889963]","[78.59417845764028, 46.25039294178292, -198.88080112231202, 14.207574426277155, 33.37074455677447]"
XTZ,"[55.027504707629625, -65.66253114202928, -166.27047981859755, -236.58812424511, -103.19746832976688]","[21.92082590077816, 3.651008962935873, -208.91660750982965, -104.33038183658346, -43.21693329431391]","[54.80985392345256, 67.59492764215885, 18.450085719408108, -78.25400348058447, 63.962876347605956]","[48.26584751230507, 45.65674941833352, 50.25673114769532, 15.327799844611928, 53.87944418083222]","[-178.62723990757945, -778.2648990751176, -317.3288926650628, -529.3090241101244, -309.1397005579222]","[69.38841164122945, 62.08427747611699, -62.68400336734933, -230.05771301264127, 32.06242212394109]","[76.17322367004847, 70.95401477937759, -4.110513689365861, -89.11709171403734, 64.11849226644235]","[55.09515646620462, -52.243074704012805, -76.76887130832091, -206.64279191130163, 49.385854143726945]","[54.390849470999605, 27.235459146063068, -3.4972708491874984, -108.6387584070117, 43.860045729202604]","[-23.907058107366673, -17.698392552591447, -40.39429524667608, -121.04802823787841, 28.86702489932916]","[49.838475509154, 42.86105615179901, 10.867731691220463, -57.291825313763844, 4.038597302785013]","[81.57456774007066, 71.14813007517556, -1.9894487135612358, -4.2810524547230795, 64.3671143561954]"
