,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[46.11767953882646, 31.94244909963258, 35.772030439480346, -84.60991302393465, 75.50506382484934]","[86.57208923526625, -40.059717085757185, 43.22795626834039, -181.59450350047072, 71.78847464303254]","[77.85215558047173, 1.9722003929583998, 50.43520130808445, -96.40375943288542, 79.39222503300152]","[66.63312208051038, -54.477319917237885, 21.26098565276047, 18.55404088801644, 84.36961169331956]","[-133.8520224897579, -1441.187618097078, -631.6465244582764, -1111.0711268299178, 67.94964895506938]","[48.786709349834254, 29.53642534110183, 33.70118002952023, -145.93000887621602, 59.771720355342396]","[72.21771247821245, 36.331131693695944, -87.79235107103463, -148.29224461888484, 74.90736478620114]","[56.84765774613049, 36.98930623697138, 1.3462109266903217, -186.5693326836976, 70.17844639239632]","[84.86052790489879, 20.14557299101821, 51.180072345840046, -316.4656202610101, 39.753473656328616]","[35.935892140930164, -65.4904620422663, -24.970389694361348, -154.25377099875638, 4.772568906442995]","[47.5529109065128, -64.40301265718644, -205.8849759379698, -137.57400878813684, 0.8889702388107036]","[73.04589373477697, 37.145571730196195, 56.41264337345605, 9.761005469675748, 88.14500375276627]"
TRX,"[-10.050802045533647, 78.21077908993428, 54.67582688075788, 37.61977782327213, 21.736481069852715]","[8.134456202426762, 25.425595941802854, 56.347539780977115, 47.568400678687645, -15.91982850504541]","[26.737045883077897, 52.40986554248808, 50.88306680373916, 57.65597414767463, 9.132396853363826]","[71.50711784143915, 72.1223944742804, 69.64202824059663, 57.129118726664544, 49.03865642729985]","[-232.7788367007126, -179.13321556945596, 60.7682253960464, 60.81721075158626, -6882.1286572068375]","[21.987448542244103, 86.64711973265723, 59.54256271630857, 34.31544261730982, 75.17343553028513]","[-9.657095560879553, 73.86528737416613, 45.869943755843536, 49.89940230522687, 49.69367461734847]","[6.450335048806655, 81.97425275647893, 59.480621245315554, 39.12988071242981, 19.778483002976632]","[17.857180953761578, 76.3216632602933, 57.88160025501432, 39.89575834046823, 40.29287347222607]","[37.532994275216566, 1.2062238562846983, -24.344312470582228, 44.43518398981271, -679.526067907659]","[46.52916218162473, 36.20864648308138, 58.815295476855525, -16.892986273005015, -60.99732289213774]","[57.461641809008036, 75.1792184141242, 67.4182238104439, 69.03368529217074, 48.05318392039813]"
ATOM,"[-185.05539643469845, 18.240330999119607, -64.8815450661754, 41.052712529882605, 43.4714290430491]","[-86.03383714228356, -109.65522153729519, -338.1250991890829, -44.04053558115344, 48.184311834975965]","[-106.48973208706329, -33.75179863262102, -192.4497576767571, 44.04234256883805, 50.05158689842047]","[36.2752554742801, -172.6611082177183, -3.545568475547256, -8.767258567942454, 69.69193177242448]","[-240.62188544152684, -145.26806310420366, -946.5325831232942, -1432.707746289571, 36.484337589722756]","[-163.41501090393353, 13.311779046843755, -121.19932434347295, 8.998140790226783, 83.43214364992595]","[-155.96670073160476, 18.273271268537364, -167.97730481334807, 37.746267663317035, 73.84570572237412]","[-162.01942183922887, 29.734798284267562, -163.86647054778237, 37.128040457383385, 85.04863048610572]","[-161.8757904600753, -27.743478702777253, -106.18978635951532, 59.44563400641303, 74.03466147573214]","[-202.89876980836777, -48.114669232520846, -308.6555689749708, -50.11388725999639, 48.39509427976872]","[-330.16361921122643, 13.371590974218078, -323.5602696625497, -6.975086105478277, 73.63895257213541]","[-31.125726985098606, -7.436700040537112, -20.180652477664676, 40.81978071208579, 78.16931544170926]"
XMR,"[27.521703048532498, 62.927626893208654, 64.63760295096019, 22.184842286128706, 29.565344547596762]","[5.029543884005465, 68.5454766404077, 67.02344941187894, 2.3785515057941256, -155.679612198409]","[40.05973951319298, 60.46339265350012, 57.03750428416665, 0.6212330947552382, 22.655586978595583]","[74.44917602692004, 71.82425015560686, 50.42029415608312, -104.79212991742402, -283.91013963174186]","[52.291668074826234, 31.503067776796144, 12.634486497661207, -575.9104469322622, -390.6547011045787]","[51.701482654426044, 62.36172017522465, -7.273638170789799, 37.07937306418421, -53.821017225149426]","[34.75746860465024, 64.98381832687808, 15.169882130738207, 39.494981390342815, -46.684298211260284]","[41.311180767756305, 61.93616071725558, 38.45045668533762, -11.919713597484186, -6.558391051307996]","[37.01344045895352, 57.17769205341423, 65.52529528342369, 42.67955748055075, -96.09625864029742]","[56.45196396490494, 76.41663202682028, 26.501389946379618, -20.11459133786528, -103.64661166010005]","[-16.221716894363812, 47.23341296905363, 31.758224167311187, -209.51812396430202, 24.94655759016525]","[61.64900840354516, 60.66402365402321, 69.82212461084062, -15.99061505238126, 28.032190276259456]"
VET,"[0.22026236465381932, 2.1520852650840006, 45.09468799289682, -123.83943946298058, 72.66852740294102]","[-34.64972043005034, -2.1329935225089516, 10.091189864056545, -245.3535165259471, 69.77877440748766]","[7.333438497763028, -197.91905976220994, 21.9644926334985, -63.488100122120315, 91.1580164067363]","[32.25515913163789, -292.0250834374586, 58.11123977837783, 21.128004424426926, 68.31261750782073]","[20.408760075780698, -1505.3978075744426, 57.38182411700421, -269.6387044004797, -11.390122414228774]","[-16.737040694679074, 1.3823733826575444, 25.09201402318074, -128.7478468425245, 82.91802716628067]","[2.2636908235114865, -73.64293730102146, 43.692197687721865, -180.74163343443493, 87.18683241433013]","[3.0215251844247635, -11.48907291441314, 23.676567588062326, -98.43602606460448, 91.29308139194892]","[0.9758446700470568, 34.092615471762585, 52.00726239693182, -46.68533468878965, 68.09627328774705]","[17.504735972869, -88.92336265016691, 58.8309926061207, 14.424141320327175, 36.47248592365649]","[-27.31667204424196, -323.27706781873155, -1.5110071658265853, -378.5191670631496, 58.20894774981041]","[43.10611812963397, -16.633813316488762, 35.80668025506546, 29.76055079897592, 87.0194044846831]"
ALGO,"[-45.23014940345229, -153.2679868717061, 34.91669806899847, -38.225917289279685, 54.63846801797734]","[-35.870398909215886, -99.53335393554612, 23.552083338995807, -133.1177922522866, 67.81785871148958]","[-61.55025882309963, -121.61137667706234, 39.34334031821489, -68.60274396463001, 55.620338052522875]","[70.98087547453243, 5.868214291823347, 33.45624849553593, 23.665230000930656, -5.850231058558636]","[-182.67297441218972, -11.685235933771184, -206.48240406060987, -133.65889752787456, -169.676538760219]","[-18.091355926426484, 17.054741080149473, -5.4476946149846635, -108.99822185620138, 33.039427296258815]","[-128.55965246410443, -117.50026518651086, -17.17440350953221, -105.49585786258271, 29.875224572659732]","[-64.01716128220248, -109.85857991874492, -83.17182561084711, -26.052856414108245, 44.930767564131806]","[-59.44753738946711, -190.43499953567746, 34.58039472952461, -157.89981510025703, 57.22016704944003]","[-150.1750704983258, -233.52462744067958, -35.65230008523559, -309.58412091020796, 6.678264128781968]","[78.81261891203178, 29.016653098471096, -5.520344802305724, -47.727053812179, 32.27215240567355]","[12.480123978759398, 12.805571491575742, 33.224847553217465, 20.697924130078054, 63.866047601202865]"
EOS,"[-10.710866252981615, 34.940384531222776, 28.508599117548773, -24.096813867517717, 83.2889366490573]","[-81.80074881911827, 20.138220262769853, -31.504294669881872, 47.24894498248608, 81.2661937702139]","[-12.444224881950728, 39.82471841719493, 20.130776157526284, 34.68944959819636, 91.51981928010024]","[38.477169656967604, -13.214816507641899, 60.29899641689332, 70.98452395694062, 89.19949612528075]","[8.245595174297273, -5.318587978869772, 42.22887922557121, -8.932648531416955, 55.900293554002786]","[-14.040058983146963, 26.73147297185629, 51.74510219445268, 47.799530968524316, 83.91600120077396]","[-24.66235190269298, -11.600694239146273, 50.935665203449446, -3.0358338609436575, 91.27040279992077]","[-84.89495469006897, -36.47107016580667, -103.49632983949913, -127.19559265928659, 23.202226247829273]","[-39.89512720792013, -7.0474918694975495, 29.446293208622336, 75.5702117624312, 94.81899767586826]","[-36.06806252277979, -212.29535713010813, 58.26572042476082, 72.12294824296936, 41.399477370123094]","[-144.65345337635293, -114.48495883901819, 3.464893079937406, -22.08112692146073, 72.9247116752952]","[20.467548322242337, 10.002529539371348, 29.24541579926732, 54.514704741305074, 87.86754054844485]"
CHZ,"[43.04068268272483, 18.488452576038732, 58.32056182200782, -1.3861035951383391, 58.42573981574888]","[28.066430871769132, 22.62275661259488, 59.63645630738693, -24.088292175200742, 23.409746056421017]","[29.04017302637768, 3.7991505905584253, 28.257441517921077, 48.341140189912494, 75.1135120615177]","[75.46304752510007, 30.22150171086685, 30.30992685133561, 50.19478195674743, 86.53661978732956]","[-71.62825582054127, -5517.025409515284, -361.5419892049748, -22.15034506113885, -123.90713108253352]","[70.66240850854562, 8.98663242113948, 34.92468624147656, 18.721796640505225, 65.88838386629038]","[20.906397949608298, 27.978193774511055, 59.8913830308897, 9.820802263264632, 73.43240377974557]","[27.157362876383807, 15.745844978964046, 42.59811334129176, -10.520795865682981, 59.10457265851476]","[35.94994419403933, -4.130379755742648, 45.54756914833918, 20.254255292360767, 65.15114457457787]","[3.818749989864414, -36.260202014775075, 11.711656449001238, -42.82709823771263, 43.856761779381955]","[32.73767498130376, -12.286505615291995, 59.144165815585225, 18.950482612961583, 76.93151313280816]","[50.77506904858391, 58.05434354246295, 66.20237858942501, 66.86497068887216, 68.79686907597511]"
IOTA,"[-22.881649278181737, 28.117950312930297, 58.65996923831101, -89.21415122917236, 46.744299243514966]","[-66.22015377934274, 17.341252407344417, 49.15301418530581, -106.24004023005295, 48.19667271396045]","[-18.686384986679084, 39.66482811718795, 60.121429615349044, -91.89870942027446, 56.66269095775904]","[47.54012878226675, -14.479091409826273, 71.69211666995865, -103.48614507832237, 44.77056563481771]","[-151.17579871514963, 19.32855412346354, -178.49437211515706, -2500.28598565307, -180.86190814405762]","[-124.81608536129183, -19.360652176234712, 35.26221882018116, -553.0337544801051, 45.471472966131095]","[-92.76331307354228, 49.63759334620852, 53.88695667604053, -134.06553696986728, 2.7469430423682106]","[-17.405247284111276, 28.720132445634423, 62.50585339093032, -334.9385791898469, 43.13643095973692]","[-14.857440118760595, 57.062680022168735, 64.1258317936581, -45.66329870037225, 20.323045921171403]","[26.00119065807245, -13.527933554063148, -18.231226002910976, -62.29081098623922, 17.160184965567264]","[-90.65490540911381, 5.960766707669842, 69.19827823147286, -537.1572712909898, 65.49442387332796]","[24.247336677209255, 59.924898792878544, 55.752926942909, -23.89789654537089, 54.18095370320888]"
NEO,"[23.5562552284632, 53.823483600457365, 37.97348576224386, 60.004041412337685, 73.10906646325539]","[22.659139116163058, 75.25526619500046, 55.584181816611476, 10.964761620650181, 70.37082485551356]","[9.16582234137764, 54.692439788446244, 25.685139640907124, 34.99849374917884, 57.733973994898115]","[57.521685036088265, 59.41553938701233, 55.189838687827944, 65.42957064130961, 85.97527995186736]","[-124.58547215236217, -230.64464383053024, -132.0554091203755, -280.48065461899677, -62.48935137589462]","[41.308695811333386, 65.80557782423261, 41.96893719042622, 27.48810290044674, 83.94878141413281]","[10.346447253468618, 42.2979830000649, 18.745151476377725, 53.274765874587004, 68.3595952502533]","[30.97956636428037, 11.944637285316077, -15.368314172087203, 46.251156111247745, 82.96401714417149]","[0.7985501715929816, 41.80807038063047, -11.87842988016474, 61.07969080346668, 68.05429490485056]","[52.80672718439201, 7.426382878462336, 11.91556241968869, 28.735198465153918, 49.187076299621566]","[-16.442181233331315, 79.37966754579634, -79.01749711046267, 64.33757808292545, 5.14238815742599]","[46.461723423001985, 79.4512156187201, 46.33543623184139, 66.78374470963433, 79.65287116622387]"
XTZ,"[-35.83746408714981, 64.841528263024, 65.45704505197465, 8.213078768690519, 87.55712576524911]","[-59.79564391405551, 53.42840128806493, 64.25118062022368, 49.05840289951352, 87.43990116724018]","[-34.58835371370054, -14.245587790484194, 63.35478906448642, 30.30708294913309, 56.66927173476122]","[16.790929588100802, -211.87274458708862, 44.78691667237739, -38.68377590329776, 92.65772715497147]","[-3249.044694868418, -540.1776995565907, -341.8997654003675, -2.4623481302499513, -8435.95119180771]","[-45.041436353335015, 64.10622928226677, 67.55611210572276, 2.1232065682133356, 79.98705555588404]","[-37.97265618679593, 66.15685781941185, 64.00029985496283, 2.1701489414989688, 86.43253177827411]","[-41.19458417682883, 60.35204075274736, 48.56074280571755, -72.94097331495131, 90.3826889396434]","[12.515875619334121, 50.8160449008764, 67.50243926274875, 30.224622916269876, 84.97590058626751]","[-46.934460865100206, 6.612276129200908, 48.75238099745417, 8.165482611305585, -13.948676236283847]","[-25.216972804504103, 30.93583999214794, 62.76263470835865, -0.5522964797457038, -17.33659628680053]","[17.962817155487485, -14.743163037252094, 58.756609447700605, 40.174783200455124, 91.47781907280425]"
