,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[-68.72003340930527, -21.11907390259884, -35.172133976412084, -53.53269183679864, -29.644191801926432]","[-32.450004765601456, -103.53799109804869, -17.739464531555075, -23.697611278416364, -26.651586354608458]","[-19.589653311902953, -73.68161022482003, -67.67102579568703, -108.24044162705431, -30.51506051228111]","[-396.43391901827704, -533.7472090205367, -166.61863801757815, -492.9266931695283, -442.4182824850173]","[-588.2435380072568, -8265.149631437886, -202.133361933087, -1589.1230402067383, -8634.958931890309]","[-114340.55396655471, -126027.50193695922, -138120.4568619542, -93240.08082966624, -173130.3416355797]","[-119609.2544786664, -132799.29606629, -145393.41084188042, -98523.99462774687, -182809.69925051878]","[-40829.283373751205, -45859.303085215455, -50573.15145568442, -33493.4303608968, -61327.22552418553]","[-1347.4071431346908, -1051.699928118917, -1300.123606487497, -14.503122508834437, -1314.9091284138765]","[-122981.41034252933, -138089.52031076516, -148330.72917935555, -100095.61666026316, -187883.99867646265]","[-4122.705287692462, -4028.926292491594, -7640.2133487501815, -3837.9651735467187, -7542.541195625901]","[0.5993934417920378, 3.2301645344218395, -0.5706887439885204, 0.1587907145661992, -0.0171751885001398]"
TRX,"[-368.8110639546897, -84.61020620096966, -152.2594021316789, -786.3763240697879, -62.99112725178432]","[-577.2876994696221, -1110.114191276034, -377.24643798566706, -1556.7889088773195, -2104.9897854690826]","[-537.5837574173091, -1075.7046357597458, -375.965601806718, -1556.014810374245, -2158.65812338685]","[-379.8723823674594, -347.872320139194, -277.2886681773108, -418.46728426932816, -92.73268159136515]","[-136916.81367248204, -87472.81140284627, -50776.56778564254, -77534.33045176447, -157123.9575950654]","[-612.4003330611688, -2062.175102697568, -464.57951242167655, -1565.446230422722, -2050.2763552678653]","[-834.5850694436367, -328.03561597982485, -694.1376438220105, -2256.3394432077926, -3539.7158553942504]","[-609.5818566157245, -6918.170968113199, -379.9889683401804, -1352.8512502695323, -966.2671071636506]","[-41985.41283107972, -285.98615245154224, -17977.94646482204, -1660.3238761372197, -4425.929704148303]","[-39106.910992471225, -36575.79670960429, -41638.86709463102, -27149.71635068516, -22649.29655067492]","[-16224.843869853288, -6533.149959712791, -37179.09724246141, -266.7466012340581, -1275.4915781619743]","[0.3543473447274122, -0.466901129170047, -0.3522058439182981, 0.4992990169742408, -2.0433212532156335]"
ATOM,"[-55.61764099656797, -110.08321327838534, -41.05886447784859, -480.5407253391677, -83.47888855771401]","[-126.65664663671161, -84.17338408996022, -41.85747200982385, -671.3312617311555, -78.87760363490244]","[-600.6732760303041, -276.2369404712166, -27.15803455124127, -1208.4500695666727, -12.466528697908279]","[-232.5411331442637, -637.4734463306527, -160.26503655826437, -308.1975319157127, -287.8103966616483]","[-765.8996070029192, -192.48925518986536, -438.60207330131465, -1517.057935633838, -497.59196188786456]","[-3256.0553799542286, -2471.08218138341, -2753.6734571292277, -1719.590881508849, -2222.7848201542874]","[-370.16724845544627, -1364.8072519219832, -2236.501648147911, -3410.1995356108973, -2820.408381366614]","[-3038.1729880146077, -4051.3925823635377, -2889.056514328937, -732.7739545983742, -5330.7458529522055]","[-491.4666262030243, -182.34019661762704, -140.1443712571923, -16.212321209091424, -840.8495884193317]","[-1238.2339123665492, -1172.0707696570064, -873.2151170653353, -1477.4565999834713, -1120.3833007888522]","[-706.2090542545579, -436.14450708181386, -1132.8386134306368, -1265.6442097025279, -467.2127377227895]","[-0.34441620612623586, -0.11574164787214031, -1.3899828514002512, -0.36339105725537274, 0.08651511152385905]"
XMR,"[-11.926189015914348, -0.9770161953997096, -42.146297149812554, -15.683117213214457, -17.596386704286765]","[-69.36861079342803, -6.175561122190254, -46.863198235301695, -10.62360444134075, -66.28681408999809]","[-4.026591939170658, 5.488685100493391, -62.0053258808871, -0.7856836461912908, -52.58567659165803]","[-275.08396224224776, -46.67737633379029, -178.3750645657741, -179.40544523700828, -346.1486749017589]","[-449.79961491281483, -12.075609531977907, -120.82735685319474, -556.8302913197499, -53.659893331245776]","[-162499.9138245824, -165115.66381054485, -140631.24790110948, -132616.5172009132, -211214.52918631368]","[-128368.33648579879, -130233.99152620947, -111737.55541576975, -104543.93038426638, -166797.71687424742]","[-75172.6794804124, -76744.0577345487, -65384.365887411775, -61586.09698950348, -99201.62913577793]","[-27201.81987638104, -30169.23622348193, -3358.2022943408538, -11663.808750125, -7220.8467208678085]","[-176741.9993609108, -180181.34875979816, -152798.6978377268, -144851.21980158074, -229475.88840399103]","[-2189.727809171921, -2810.0885488796603, -2666.0693102068963, -508.39020650602345, -2537.563276942928]","[0.5166880980515338, 3.498824542287445, -0.2983583012577979, 0.9887107577249522, -0.7339334254684263]"
VET,"[-18.921224814499688, -55.733548099053365, -16.992486459394186, -176.4039820184057, -108.26326265144608]","[-512.2350906074654, -1127.3659659835375, -440.1912309603719, -781.3742663617525, -761.405183822579]","[-501.5109235402318, -1118.630191779171, -451.09744945039944, -775.1064608379586, -758.0717953634457]","[-559.627851371461, -168.58131412423688, -180.9220754977405, -287.07893829332704, -548.8510042863188]","[-35449.405040575984, -1322.2156345925987, -20916.156907809527, -382.3353866236696, -19245.436887559237]","[-1462.9346709123265, -2010.4364717596545, -431.2940378747912, -2819.8061442774033, -374.50937208377866]","[-192.58674324967004, -2378.6735093551933, -354.66269775136976, -5439.640709871615, -5333.433964538928]","[-9226.898032550409, -522.1712292335326, -226.05502690597933, -789.8743914456792, -8252.654159688655]","[-25372.688847272864, -739.2330923709122, -48120.78000817239, -38109.27728711876, -6189.626063228706]","[-3559.644122489175, -2602.8421645682192, -3655.0655437352225, -18405.140528829805, -7020.787062457405]","[-108300.87460085085, -353.743766064618, -38209.11856905137, -5201.680520769102, -121712.93005232728]","[-0.3715477441302589, -3.4700917469694197, -4.801548653920875, -0.14155691514566363, 0.2496382303743292]"
ALGO,"[-48.49254970762169, -554.4868909036926, -7.644578967696685, -31.986911816732928, -72.82278134660667]","[-770.4771330557666, -1975.2135704390862, -693.4156920340381, -876.7531104162151, -1822.072551465207]","[-771.0719986192973, -1971.4365480441916, -690.3746189975775, -877.697176090975, -1818.7238013658832]","[-214.97502653255444, -126.49192608749051, -144.5429102871074, -362.5083645234206, -470.07331487244966]","[-254.8804406792661, -1007.3963837315722, -3437.7506218651574, -5460.05807941159, -767.0865697506796]","[-976.0521611925382, -1892.4658525270602, -669.4460856420759, -954.217831165624, -2130.6830764005585]","[-475.04320128447216, -1722.331546119635, -181.4571606699868, -1550.4660172739939, -1974.7215777627125]","[-221.30002947284467, -1355.629332468381, -336.6720931351834, -730.5967859777558, -3532.8089754749017]","[-499.7456583567891, -1421.7789543971137, -664.7503521863684, -615.1076993961898, -680.5196272970638]","[-3397.0960234543804, -7120.808589968586, -3133.457751974852, -4821.391313871824, -5176.228984550885]","[-2888.9303825292477, -7042.808248524922, -3618.5967193725396, -2706.3426989604254, -1890.9277463275866]","[1.7378523477450583, 0.2585962116247714, -0.23609075149991698, -1.0994356750084537, 0.8159695155521394]"
EOS,"[-38.01466390326611, -31.50130077132214, -13.660864014394502, -144.5414066273007, -5.586574123950495]","[-103.55056764999316, -658.8010466835638, -281.1394001362542, -1055.7127203128525, -633.4140122177886]","[-814.4398412127371, -1352.2521128444669, -531.027524879383, -1053.9936658783456, -887.6113722070546]","[-75.95395096487421, -111.07377102875466, -89.95287712209165, -82.7750005447659, -73.62240778986119]","[-394.3049379452943, -73.17335213091958, -796.462606193633, -1281.4944414852828, -1545.6838458090792]","[-2639.030014138786, -308.8667899366896, -3844.866024361671, -4134.312536791757, -4024.8552460083524]","[-911.5961077921689, -1592.1578744967721, -1059.0223469589348, -891.4134284825985, -883.3133730642231]","[-1035.2920977857912, -483.1137615985553, -191.77584999101103, -2484.417139080911, -1131.801409838188]","[-624.785459572037, -3025.6975731134394, -1474.6927746912825, -2587.3858635911524, -1177.4571738475147]","[-2091.130651158562, -3251.4115497019384, -7648.175280987551, -1748.3160890840854, -2225.5965644124512]","[-4657.399540901521, -1310.1429736099683, -5050.8870418531405, -1306.0511798523366, -1202.212642539806]","[0.03682500031314753, 0.0820884025630433, -0.7271902756446174, -0.28323068802853285, -0.43727089937895663]"
CHZ,"[-82.67209105030929, -120.63081336424324, -98.51105129650739, -402.4863779227306, -94.4976577481628]","[-398.0885209787532, -1473.3263428296664, -552.8662443868393, -1012.1967186352908, -978.1193891907085]","[-393.9023443930154, -1466.3678158433895, -559.7995696186323, -1004.9568831109178, -978.0742093177535]","[-295.9429941638732, -225.67884586274528, -225.76095530826063, -488.7670524539648, -492.3569036951453]","[-15736.693589378843, -4797.93091616623, -4255.6750746877005, -8810.333282147236, -15541.131383698763]","[-484.034957229548, -1597.1610715346899, -416.5682413344098, -1455.2328776509796, -1671.032987235251]","[-410.6393462157656, -1966.208219658661, -268.87746385244344, -1510.4621446240303, -1136.9073038869028]","[-390.66663610172697, -880.5563152709308, -619.1274014785738, -1076.7297134155936, -1565.3706706960531]","[-915.7157213005509, -851.7495430278046, -933.4511856543079, -1268.7933835097733, -1536.394575740234]","[-32400.042722566934, -8381.487307656143, -39668.815168088244, -4777.212686653601, -128791.0394352152]","[-19007.687066813513, -21095.558081904514, -18138.608453719768, -11484.243402653407, -778.7863026896804]","[-0.9627821126349692, 1.0026976792417426, 0.04681643229301147, 0.6211981217755279, -0.2344540448931002]"
IOTA,"[-23.229205255190006, -230.47369208434375, -164.09021874959137, -42.64262600729863, -29.689165209081015]","[-798.4357655755391, -1584.602606388435, -1082.400771865557, -561.9040157484004, -1558.3491839965545]","[-725.4906017553789, -1553.0945534727607, -1158.7556933764813, -535.9267236554167, -1549.6996315171893]","[-274.78266136417784, -203.06915077131072, -302.58665403029534, -465.71685290279515, -430.2816958451323]","[-416.9037172762524, -3505.9897110857755, -331.2857155668026, -2416.6513669975084, -2069.0555378566796]","[-276.37965485002127, -2342.9757087221424, -198.73397882310817, -1492.8627551306831, -2295.67151313192]","[-1569.9711241023113, -2520.9693179672295, -1694.1157846465348, -288.55288668342706, -376.6185748399567]","[-1060.9905847974314, -1602.3197356918602, -1149.5641317932873, -547.3401714226164, -1399.6482560252239]","[-897.6047720813497, -1864.7053724025088, -1275.104100099699, -505.81838598483307, -933.1535132550657]","[-2726.5240231525404, -5408.810184661715, -1865.4706525862555, -3285.663647247578, -3523.2303855190985]","[-1528.4952673026798, -5093.249406108849, -3664.6798510418525, -799.5369018793535, -2188.2014016590897]","[0.6641361907422861, 0.4099551022255828, -2.4772781536961253, 1.3144792494629143, -0.11027248357257735]"
NEO,"[-159.07208017369769, -598.7809661155717, -100.47310230068128, -45.85992926666317, -337.81268302712607]","[-94.85711889410403, -557.2919214039359, -85.85664339142885, -28.28632240233367, -346.6777609901274]","[-39.801798661792354, -581.862059908344, -135.5274840759745, -8.344413321081019, -344.50018989301003]","[-308.56571353830196, -251.80986728109295, -196.75180181843893, -383.0748768524545, -414.22622324306576]","[-1137.9739086949003, -2043.8160006630355, -1430.1477105367646, -568.3301564924112, -372.4683009176883]","[-38552.439001751896, -47989.61574536826, -28821.15319659638, -29649.00441703291, -47947.85331682354]","[-840.4345407645735, -2105.2840463555203, -1227.8322246396285, -235.86260712290263, -612.6683368954205]","[-1021.224687517052, -2147.8509453597435, -1000.1835183371712, -567.1360637793919, -1536.5531141725485]","[-463.89783567023073, -2743.8341563990753, -6314.016980353751, -2897.555315083417, -2549.573351571661]","[-1312.0233438028288, -2276.460000381239, -1423.2333967964482, -728.1965844884596, -1503.5361646224037]","[-8377.779567012993, -9104.202610424187, -5925.442767441997, -4895.858484224113, -5621.880121221433]","[-0.30863129217401103, -0.5511098643469239, -0.3480595631811393, 0.04732424685708413, -1.0860133193394321]"
XTZ,"[-6.572173042934929, -47.424219682398444, -126.2597415980294, -142.10003588935672, -9.677774322362751]","[-49.664278137326576, -560.6839323233436, -474.20137940660874, -678.5523884980336, -125.16075321281899]","[-526.9476954583424, -1213.6740665423931, -737.25605690939, -886.5553264491831, -255.7468714212401]","[-150.7270767892561, -68.36305093155977, -144.15877640172107, -226.0972528418625, -218.79079810394492]","[-4021.3171492834867, -1312.1797489936816, -3501.5206962256534, -1213.7851893182672, -4504.365399739467]","[-568.6375748935432, -535.7304523300153, -815.7168762589057, -1093.598294389003, -369.68693774736835]","[-1323.7326231439222, -462.6705870719192, -2552.5165380933495, -2261.9563127231695, -2415.609660760147]","[-1833.6178508422026, -1952.5567311484344, -1845.7426463706763, -227.6377791002064, -686.9604136245908]","[-638.9057430221714, -1303.682894466665, -306.46171378206225, -339.45886881713847, -2211.8632004869073]","[-964.2291812476296, -1451.146704604246, -1168.1097359894854, -3498.327152321552, -3988.821497175246]","[-58.95172914999291, -1067.003769877245, -1024.4344525848537, -22.580940583154494, -21.14639921181031]","[-0.5283288854376607, 1.0022844699766702, -0.1080792054730923, 2.0934861989727405, 0.47800223049960805]"
