,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[-30.232677617894115, -49.97629719296814, -967.9354071200601, -99.51766667249564, -206.15621161123192]","[-24.81134661135636, -67.47877769432979, -972.0337917720288, -148.74279792191663, -249.8974848394743]","[-85.30463374366826, -86.14166944463099, -1094.800610462451, -64.15553487335876, -261.3366966738902]","[-282.5499730951539, -486.6203042210552, -324.84933723417873, -665.5188560068368, -290.13069385523113]","[-12.020652970699821, -4.731667875235291, -73.44523795786122, -10.880985135329926, -99.20602926937978]","[-1065.388622658039, -962.8974471251397, -488.2946502594889, -289.8807900659909, -846.8298156423297]","[-1346.949947974756, -1502.377360744846, -989.7687618214067, -848.5721514863991, -1646.2887741525644]","[-1371.7018496531373, -1544.6625588159272, -1063.598009953325, -936.6709802925781, -1739.4887965114121]","[-0.2910946413172961, -4.605437992703165, -18.393248095909872, -6.526755439368248, -121.29906812391154]","[-1647.170727143915, -2047.6234740840212, -1780.854147878297, -1996.7824311689974, -2671.1273649804825]","[-5.07970626384784, -12.139961928856767, -4.34244211510217, -4.306501927934532, -6.133921886765878]","[1.188917399307319, 1.4187372652348156, -1.4473564462301443, -0.8864780191940237, 0.2208264797267866]"
TRX,"[-91.93209894148481, -21.29167320562656, -9.361300807960605, -139.67885785744235, -7.134473747940877]","[-170.47841427295117, -101.66515083301204, -12.144302140949016, -671.4958609134387, -196.9394570879895]","[-39.23635945912187, -33.423348734608474, -78.44550110625875, -801.9299468561348, -257.3373263136138]","[-141.4308108914543, -1015.4251962175472, -113.9191499755602, -298.09812759601925, -278.5479980320037]","[-251.82604798191286, -4206.371871179988, -191.80164061953013, -3514.229325207536, -191.9850729499504]","[-628.3474431185587, -267.56918559459405, -418.09317126493465, -1471.762560455601, -445.42029710551907]","[-192.50658465203892, -132.4076147716825, -83.24138113200237, -211.4377607677385, -293.60230684861784]","[-29.192514740822844, -80.84851911977417, -62.85417424131953, -1221.6881163747883, -273.73505586227895]","[-288.77680077941676, -195.50637864157096, -441.4705308796389, -1936.9190564467733, -233.58172405822236]","[-1081.62738842637, -1494.6612718230429, -639.4619403315414, -1830.27078494876, -524.1766493008572]","[-1110.030213029932, -3993.52549228379, -1496.1735823553945, -6599.607233137681, -747.279782800476]","[1.010061220034604, 1.2307681734904878, -1.4162084319092854, 0.5131070010523635, 0.08117698874171206]"
ATOM,"[-289.3451512505212, -11.589253067392423, -167.3975641943636, -95.35542119288523, -7.2370332876752625]","[-421.31440020102565, -26.83326372023674, -126.23908464235586, -90.90040580276367, -46.95366428410556]","[-324.5934255802522, -29.754250779715917, -212.14200992300562, -40.086327228788264, -34.29545217319688]","[-230.43424757029575, -185.7312402501758, -1502.8668704627012, -635.3885830117323, -1104.5927284020313]","[-13.075519505983635, -7.438072533160556, 3.6079148459171506, -1.2237157131677965, -39.754038472251594]","[-700.7075018876939, -133.95659198893856, -1446.0549201834565, -1792.6587111388296, -1312.19348038235]","[-405.08735140174235, -302.02916302851173, -1269.6065935643962, -1584.4075405395556, -1210.7276521720553]","[-779.6449063270497, -893.3382201998471, -624.7419323561666, -199.74786507133686, -348.911822976914]","[-1.1974373918532595, -22.274674608572393, 8.794294006197049, 0.5372963742669218, -0.019365294809439246]","[-883.3499812939882, -1005.2034247299277, -692.2829078203213, -429.8368992921973, -700.3189529833447]","[-50.83317106684318, -36.964825609806255, -11.267999767511295, -45.17833353522215, -166.01003488735014]","[1.9621176020479816, -0.9243629887866551, 4.510417754411621, 0.24175153213292394, 0.5725398541458461]"
XMR,"[-104.81594714720217, -86.65257393996599, -286.5170654869507, -38.48375612497741, -95.39234357429494]","[-51.85650651685221, -52.008557590810554, -80.15539182994095, -36.98193182463905, -47.71212423412044]","[-228.18879020318178, -21.452144874789873, -152.2894351720032, -115.09388555750265, -24.77246822336977]","[-362.65259766293127, -523.691179101386, -345.2286227664612, -240.99038679639727, -423.65820615715774]","[-31.094407121866258, -21.240131132683256, -15.716906288254313, 0.9054810351975492, -6.064553653976029]","[-1569.7079637353859, -1124.904925485438, -1048.400465040704, -1342.4369324855584, -2107.972550833296]","[-2055.317068800638, -1722.999646038351, -1612.4673214512288, -2436.306443781225, -3511.4935381449095]","[-2030.0748259072275, -1685.4677976785756, -1583.042613693259, -2364.1368605240905, -3416.1162857201043]","[-26.367447306252306, -0.4533465325193536, -1.4923064543283655, 0.9809122444791225, -9.222835687775252]","[-2108.4875229142594, -1785.787074822126, -1667.5555939429587, -2535.0697469226156, -3641.5140612428063]","[3.677695329265008, 1.8733481829902126, -0.5954643221027635, -6.306748178537449, -25.165209124714377]","[1.7474485966751732, 0.30446343467711834, -0.8656879665783844, 0.9748965009314597, 2.4515326945848384]"
VET,"[-112.50737328017388, -99.84920860699843, -1113.5097435164357, -510.0346126600518, -264.9470881985909]","[-68.24926790527138, -58.67762216467426, -1354.5961868518184, -1512.0564672273072, -761.1973492572906]","[-268.7966584074908, -19.098845983309275, -1185.4467276631444, -931.3306973050339, -417.1501643342955]","[-243.96426366067635, -1075.3092220553606, -431.14654668083017, -1401.7091142365773, -747.4176232184916]","[-499.2144693520244, -269.80388475891806, -3971.5680601504614, -1120.1421824753982, -213.6707136836983]","[0.7941356019931881, -6.993412319697074, -15.901130486869153, -12.553157832773278, -11.517152742839368]","[-603.0649393000101, -973.4967052219805, -1017.9222325772638, -5367.459893916615, -1792.4084085000559]","[-637.1952046685909, -412.31679452327654, -2649.031581607096, -5685.993378091346, -1306.242359661659]","[3.5102540661102606, -8.978620403102424, -3.963745822188933, -2.4487892003142173, -6.721678706030253]","[-282.0764841134628, -418.6691625977777, -819.644536566042, -3092.833839004077, -2631.841807174709]","[-18.833986921939555, -35.42701817602355, -93.51518037860906, -292.0036884944276, -1240.5128180058805]","[1.932158135350009, 0.9441795794083376, -1.3664430764250919, -0.04049789741094335, 0.17188566630718358]"
ALGO,"[-217.55742332499634, -28.95487716566278, -948.2656606177502, -131.04358611825722, -170.20126681452032]","[-268.9725693845464, -51.947789667854224, -940.389315277252, -118.3091521615286, -194.03604638332908]","[-238.4783006056013, -19.783159809833393, -1062.0067571733186, -231.17017891490312, -643.7486532930249]","[-259.98163292901427, -528.7404455172738, -232.25955510742614, -440.86400146734456, -398.5933151077234]","[-146.226128672495, -48.49833220570655, -78.5942530689432, -318.7912795517926, -209.0814201351646]","[-83.29724229869096, -31.642290988956013, -64.28296585047974, -9.9378082840528, -66.26362098558475]","[-163.1863337489883, -2.339842493097562, -367.75786491590014, -180.5896463451649, -366.6740757043005]","[-57.91113373040999, 3.9633542159538333, -16.483589741799065, -7.985869460980531, -12.658287796978742]","[-14.135577751898065, -1.2646698465780637, 0.8497578969901165, -10.762977500746768, -212.63809982736365]","[-241.65738637611014, -283.56986347738365, -1202.502282265333, -434.9568886026295, -807.026519001308]","[-35.20392803646568, 0.21897160351954775, -108.60224916500965, -202.1695008664927, -220.9140263942278]","[1.1109885442629908, -0.5352421285830629, 2.7500467202383065, 1.0241942126868395, -0.07236629045778702]"
EOS,"[-11.4123769497364, -255.01855343562204, -791.7039879855352, -93.85674900201599, -15.884024907107944]","[-41.89423698635164, -189.95533747943477, -803.3448831331901, -79.51573734890371, -21.018944996340725]","[-109.69051844882742, -264.9949723166106, -911.4630638700368, -87.10463449377448, -52.80700960556366]","[-335.335514244483, -806.7040168361134, -313.2811369641333, -898.1315807275074, -953.6236766394886]","[-19.317854742113774, -2.874864930445534, -145.515966274101, -17.052420196599964, -12.870730171924924]","[-13.317535741517853, -95.2783582093624, -68.7001946160697, -11.366055384877994, -2.3139946479468856]","[-49.264355252116, -56.483204862471666, -737.3010901073004, -16.789229914147118, -12.421825334199244]","[-33.27737112436009, -121.25538636585415, -225.9030091842708, -29.113092861188083, -2.9523383617708254]","[3.002695705491339, -9.119744800369778, -64.15848504659091, 0.6399058238481397, 0.27136438795845846]","[-241.30194058801928, -560.6356043128328, -1399.9100738587472, -331.40798235702545, -953.6088905006545]","[-23.20902115894583, -78.47191351229543, -31.633549517606323, -22.80962806456708, -23.127888474417542]","[3.3091411494052787, 2.518415723469699, -0.08104880543642087, 0.3720102978746033, -0.02457101213735263]"
CHZ,"[-108.50973351437494, -363.0924442197963, -909.8738567380694, -66.69044478102053, -69.83813083344597]","[-135.903128862785, -234.75876867968685, -783.3017759730153, -6.296874646155919, -84.68926535148104]","[-41.43311104546796, -20.837038217416065, -1089.2869897959888, -10.19797405528023, -214.40867909038624]","[-166.39743810545914, -417.42274912734445, -322.19495174774306, -137.9453751457132, -406.54955482395]","[-326.01277499713683, -1415.1779943675112, -1337.099648491881, -184.63145831594056, -565.4886810795874]","[-3.4575095122902173, -19.053328461887816, -84.84135807627688, -26.57764173449638, -11.277390576378451]","[-6.537076901435952, -27.720802624158463, -39.838002147286026, -12.566511062461993, -43.732488252503664]","[-1559.666636612657, -1973.6851626456587, -2410.4731654497837, -1555.0001925139582, -711.3774930050048]","[0.14506567780377644, -3.1128977711824564, -538.118678304628, -5.343243827825703, -5.910648989662935]","[-140.67613608238628, -184.53727726330072, -607.181531232716, -87.92381071743071, -828.7732654309871]","[-4.034166639360553, -40.12823496752312, -119.2841309279466, -25.104616132013124, -23.57240925503566]","[-3.2632819458674356, 3.123308568132384, 0.022547063739860294, 0.09404082086415709, 0.7716780436160818]"
IOTA,"[-56.61229040666259, -103.53290206204358, -1759.5031204931502, -588.9853683560285, -736.6854144000954]","[-22.342812319814726, -11.709842741366844, -1349.9353023628692, -282.10568612222005, -271.78131738070863]","[-57.32657333813279, -18.385864748583163, -1673.0387672781217, -643.7656471736713, -712.2486468009687]","[-242.02928221372667, -376.33347727712567, -1119.5484575574353, -1885.7847424709855, -1977.281776485972]","[-9.67132487226646, -5.140784136402812, -816.0800471847896, -22.293139767702204, -86.65423979157175]","[-9.99438590641773, -5.220155785299248, -161.7884206619345, -109.73782113854678, -391.0873164947941]","[-15.633533317194903, -7.499688738016004, -185.64281976190026, -71.57287341098274, -224.99673167077484]","[-5.106884345128049, -12.33729572090061, -96.02584225287796, -17.347667994060988, -29.566635173664945]","[-2.627327102735671, 0.870956574794206, -144.67185757839246, -29.809063542432877, -43.74398809587945]","[-191.27643187232485, -251.58925456807611, -1316.9877751704364, -1088.1833961909279, -2911.047172099931]","[-8.707136125492442, -3.17227508123752, -54.55025334428926, -8.673395062733032, -231.64429659929252]","[-0.9711946056454063, 2.044155362410049, -1.7840904161846496, 0.3927021434841494, 0.1335041557556591]"
NEO,"[-40.86859512022867, -23.5668055793885, -819.2440995103457, -176.36681361474356, -26.34565114791695]","[-72.18284742762614, -15.458140141031528, -800.9663732274428, -161.29671403684026, -26.174090412973044]","[-320.74201342157073, -149.42561131807943, -1156.0848319767013, -425.9258662362211, -56.363374173690104]","[-382.8367131543007, -937.9973204494139, -416.3283587423059, -915.1860322845873, -476.9802872492504]","[-3.435608938987665, -0.5220159637124265, 3.331091543943112, -0.7566589647710683, -5.22447825768049]","[-1175.2294523916507, -879.6350447744876, -461.47124316104254, -991.3477408917887, -347.96653323182005]","[-1439.0667287138306, -1490.5624623157828, -1138.3004944851073, -1391.8892255769942, -1049.0202122619]","[-1355.9653287132664, -1262.305009845543, -907.0668954190392, -739.156819972479, -579.3084928856587]","[-31.827628404590975, 3.731824649483992, 1.2168806578043891, -38.23184756445271, 1.2558859797663315]","[-1132.428602827079, -908.5237121934455, -496.88943816775753, -809.7273558381987, -361.39977903077323]","[-15.624575375518946, -16.843843419143372, -9.680654479728478, -18.047788166203624, -29.48246182973378]","[2.740371377951272, -0.003721637420007074, -0.07782965294376654, 0.2744371269009806, 1.2193437536117075]"
XTZ,"[-50.77545916610743, -25.66618348386004, -415.2340592699035, -411.9228223929271, -206.5768970076788]","[-98.44324367196029, -33.25541304733813, -437.3179005148435, -312.9138605835251, -220.82732027305335]","[-87.2914111346127, -21.590034995628248, -632.0501721072237, -433.4926834868922, -224.64450810249866]","[-189.01248803185564, -430.327219756611, -789.0711410872644, -888.9433416051224, -608.3125869154503]","[-79.32956340468954, -60.75450011512618, -68.75656636720964, -16.14012141076218, -21.90821819191666]","[-47.422924056427604, -39.02185760757742, -81.60801648429712, -31.16389990674836, -54.56466310514849]","[-56.74657401049959, -28.573057191793232, -2012.3047845608887, -1179.54960948863, -665.6639984059129]","[-33.43631629362136, -37.78131161175354, -231.00046473557367, -406.37420637611285, -72.70566302674048]","[-61.60609053533004, -44.543875145642986, -199.93023410596265, -729.8931922601236, -234.9372980459777]","[-165.78972029249118, -192.06720237933754, -828.8166358223287, -991.4036004383046, -846.7461985964829]","[-76.85640687907345, -54.45070397925128, -29.914409794602502, -200.50647194102584, -89.68047429970206]","[0.3446760641825918, -1.0678052706306596, 0.05083978930229749, 0.3990795283043847, 0.3839114396526602]"
