,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[-1.5644924879810045, -1.117643523739518, -9.036876735910148, -0.23444695757487963, -8.84882521610897]","[-29.257070508941297, -36.68619488397952, -49.143047182760455, -9.674602104984388, -74.49947527303502]","[1.6920475988625978, 2.502575843955027, 0.45007321506897674, 2.723675201557922, 0.13784599326617195]","[2.885579318648046, 1.3304326415354482, 0.29592307124885003, 2.280259322091061, -0.7957322192799898]","[-7.271597275592994, -4.892179772741109, -1.4087302128186652, 5.418099982102163, -7.231930095368104]","[-0.06277405905544026, 0.25568586370760404, -20.038652798411196, -0.6723449805590618, 0.10075285837894599]","[1.5493697112714662, 2.4852619578647808, -1.031988002009761, 2.3020049015095196, -2.931300188472135]","[-0.9565680350692699, 2.434083361930385, -17.138386726944017, -7.629615821652851, -17.00261775668972]","[-7.506401229772627, -7.848207924235368, -20.30007183449301, -11.880590527759404, -8.499226211705107]","[-59.476649499256204, -67.80106006220159, -30.698486252066115, -16.663302916330768, -57.4577354863336]","[-10.129095790087266, -8.088537717198218, -17.009908738138122, -16.385111026013714, -17.45542889425614]","[1.989071732295896, 1.211547503203814, 0.3614095514505384, 2.3092281154825987, 0.2633622648279583]"
TRX,"[9.311527723108973, 8.825710192979257, 6.59632767087617, -1.0007536668264392, 4.93576848774313]","[-7.532045763052284, -9.193276136559549, 1.4328154907754667, -23.17631972705809, -21.335323922857356]","[11.497291589760387, 9.662536888164478, 8.645883096624747, 3.762080522023501, 8.097142437444276]","[10.557731792522423, 8.642788010327163, 8.936506516304814, 3.1819077483446025, 7.677752999547795]","[-0.33241240336536915, -0.688041236439346, -7.820654040638632, -6.736157454989229, -9.734614723480451]","[5.441719544012197, 6.13935194167064, 8.578088745993847, 3.7013748120729613, 6.346401822771547]","[9.72633540265056, 6.852839400890525, 7.603462938109197, 0.7719766772132736, 2.2800498263985096]","[-0.3893098184074255, 4.572386485148751, 8.743841470271692, 3.2872413951788646, 6.757573491256879]","[9.621262063833528, 8.823959712074869, 8.600548240234573, 2.37964069613802, 7.569302481802224]","[-98.32629372462932, -29.317112539273076, -6.004767394147432, -12.097487362720074, -62.097040198907216]","[-20.448645330685018, -2.3032318208962503, 3.5077126753905916, -6.202733138801579, -12.238014543219926]","[11.563450632427825, 8.786844591616001, 9.2671478916365, 2.711063427985553, 6.932546861904779]"
ATOM,"[8.59381436786985, 2.9124310163326994, 8.542158179967348, 6.6457954374085855, 2.4619962736661907]","[-20.908153826290373, -5.497270183433333, -4.09919674188752, -2.5925689184260374, -1.7546962188776134]","[4.827766624415138, 3.309925503538101, -0.5913162289931848, 5.771612084699651, -0.6828875374426008]","[-25.204364571900882, -35.105397032201004, -0.7564062072073018, -4.48670214235472, 3.6786349805717165]","[-26.769862730892434, -2.9001579785459484, -21.03474566480355, -3.5878215437751466, -21.033501437403594]","[6.551436709019355, 8.344439791308684, -26.688797135350384, 2.028701105636284, 1.269218363073215]","[6.598808631158802, 5.240183851148605, 6.841308179377159, 4.949167262406787, 1.7306949663462734]","[7.765026479677438, 3.8364521006527514, 0.8600105910978361, 4.174199341025851, 2.986065292154285]","[1.655157270195735, -9.16554332532949, -15.11863908874756, -12.098402403537087, -7.591366134419976]","[-65.59801135424705, -96.94101714375016, -72.5591046931403, -28.885129982901343, -40.5414049421767]","[-14.818071846634092, -5.61333361469933, -5.160494695346234, -2.3423528629090864, -7.130994982002085]","[5.68811496954469, 5.456233126922276, 7.569255212311174, 3.6902906569524823, 3.3648760409912706]"
XMR,"[16.159210559162197, 9.666558559620489, 4.736820220006345, -3.7777864897498667, 6.8906728176028125]","[2.3955003071004244, 3.016172607275407, -16.882054036805012, -13.00068912803239, -20.207279278475173]","[16.338517574038235, 11.961294496367401, 6.513038185440221, -1.7588992138086303, 8.39647201441624]","[9.66776142758393, 10.224141526826944, 3.758140419507324, -2.4509563995257393, 7.064345130291684]","[8.227538048261493, 7.544916726847219, -4.693438862300923, -7.870636944567541, 2.1673107505659073]","[14.011095381703035, 3.8251836916224478, 4.6964793548747386, -0.1836150213158355, 7.59136602830092]","[13.104950999298628, 12.406642793444988, 6.371114332777955, -1.9435016682861164, 5.393287423068745]","[-7.717941766671432, -5.883595613230843, -19.875549218142023, -5.724463938978576, -4.693909078857438]","[15.788577479581365, 11.323428327136856, 6.136017288838403, 0.8272720810816682, 8.198306636919936]","[-49.5277290487328, -58.16770572142832, -35.54181917570072, -27.12662364451472, -37.36429011480915]","[-14.94729732243142, -19.813550371444766, -11.383051966049573, -17.094166152039218, -10.061959436845399]","[15.56739697351107, 12.665782216707097, 3.362121545252826, -1.1763215469050272, 7.909898865931544]"
VET,"[7.051792090104822, 8.315849993912082, -0.449030722459095, -1.3968444065947947, 8.194601609445082]","[-6.8746213488526955, -17.63422985751364, -17.496247485151763, -6.417789914372403, -19.23048614106964]","[10.684557344422833, 9.673176553203472, 2.935985531056635, 0.8998505008129358, -20.30932017641771]","[9.43863419897347, 8.525626813817906, 2.1909964706470766, 0.10800497267709826, 8.488173941032912]","[2.259787965881244, 3.275814729870219, -4.382037932359753, -5.944191350579611, -6.405522934543064]","[6.408087239840844, 8.062810916798933, 0.6768026684117155, 1.1365188419340901, 8.210660481628725]","[10.68686896109875, 9.675057168806957, 2.111108903555815, 0.9212848187232268, 8.797057806628231]","[10.739338626481489, 9.726519459832025, 2.3312122256694106, 0.6137596151503403, 8.419959390758937]","[10.118194075198657, 10.530603059678555, -1.0982929874299578, 1.6446193243612244, 9.271918428343112]","[-49.736267093252664, -42.999256877433815, -32.20138733383773, -19.865929626486544, -48.821297537878486]","[-7.733875465942382, 0.3842042336721306, -11.231300779550041, -13.181001052298583, -10.438185860667954]","[10.177007431688384, 7.7266324934369806, 1.1822211922266381, -0.3350220223736213, 7.57662165001769]"
ALGO,"[1.662618975668868, -3.9445612926098668, -3.2181562527479946, -0.014131165370307992, -6.68127150440413]","[-18.36855363717876, -5.603918715728205, -9.789515637038718, -14.664953824227728, -20.247572289883053]","[5.235434109091885, 3.4436239037224072, 0.1477719816292121, -0.04684142725547864, -0.7082589756587314]","[2.6685529279944817, 4.265778174846112, 0.9109278315532734, -1.7959658163189969, -2.8304786394537573]","[-5.2179166973098505, -15.756253123964933, -25.121186833337827, -24.39174312076307, -8.69306753302287]","[-3.780375745497451, 3.4800297272331533, -8.332505767372044, -1.6388044407980904, -2.9131624625736654]","[4.1067006980279634, 3.9533568515940196, 1.4941784119411692, -2.832381183673028, -1.3153244425937396]","[4.78822653048132, 4.268579498825657, 1.0548210814958918, 0.5015128558016961, -3.1203433268096643]","[3.1524975399838207, 2.892433824886581, 0.3233402978861542, 0.7423940190800536, -0.22528248421342256]","[-34.159316137429144, -52.54168762005143, -31.577944539894435, -54.54181668405369, -78.99079508138975]","[-19.67150401846431, 0.8547722294371216, -22.63194111292558, -19.42762942824063, -10.279596550754459]","[4.185260861676465, 3.368737674101053, 1.3260855533070013, -0.384449607507464, 0.038830272128666514]"
EOS,"[-1.1118188353638647, 6.8392370505837246, -3.804844939408731, -15.192299767080947, 10.9072041562108]","[-20.89619051562346, -13.303988101618017, -10.032880697769917, -9.785383673580972, -12.343980610622777]","[5.1698369881223645, 5.338480727242548, 6.041721972310882, 1.6224879158525904, 9.995327211098862]","[5.152714586069605, 4.760997101190597, 4.130442304126873, 2.875272991002378, 8.793824544320332]","[-3.686450843308527, 1.26637236799495, -0.7697290384681541, -3.798719074670064, 10.320405224612331]","[4.939009345354671, 7.5762959071610165, 6.548807356571763, 4.348663678809567, 10.697723179489412]","[0.30833757904436915, -2.84798335253222, 0.8884320238105555, -7.67780705742095, 5.992945974218709]","[3.2091373013340494, 7.157182455776619, 6.842416080720542, 2.614461392708042, 9.962726415040978]","[2.319607856017545, 6.640638169202777, 4.1500764199267355, 1.20820236871297, 10.137756653639643]","[-60.46910607398901, -40.621027495002174, -33.13023949094999, -12.525184672420462, -30.337481430358785]","[0.6027008736273826, 5.326092034934447, -1.6693207640008139, 3.7648522211356803, 4.053429038414906]","[3.5529767227001163, 7.113294188089907, 5.773524272200911, 0.9584020289226838, 9.93836581876237]"
CHZ,"[5.775660514183616, 5.417964396727374, 9.367233272255856, 5.05326148632808, 5.153677730701261]","[-13.176222636610463, -41.0957978096416, -8.945751247543402, -15.300907247441986, -16.025415200918115]","[6.143722974556117, 5.101684099821923, 3.0536935243806487, 1.7903164321524598, 5.591965079320068]","[8.238896802406698, 3.684077394585012, 9.530113705387729, 1.9978137007210148, 4.614549940260037]","[5.297518419747212, -29.952438928331617, -7.888978294789031, -20.04077172533188, -19.071957625777138]","[4.104970353916519, 4.899671103058049, -2.8258736928787305, -9.375118875647654, 2.675161955772743]","[6.4407978163437924, 6.680897243655987, 9.179921693243983, 6.11701927020765, 5.30246695715787]","[5.507556930562077, 7.278778237083948, 1.2307952852904636, 7.893120680889042, 7.10035550927034]","[2.0741958400966634, -10.325638709836335, -12.56871579690642, -12.621250841825072, -4.934188668969806]","[-31.750846157142078, -116.12520260639462, -33.90067404262321, -13.787306840442604, -42.22404314980589]","[-9.249689048121997, -5.2557266520075485, -9.492444860575935, -8.317528065907608, 4.373630441984192]","[8.150426920631, 3.903150280059438, 9.555941876536513, 2.124646848531813, 5.448635445676846]"
IOTA,"[5.768238671149365, 7.564561770501172, -6.044737114317051, -4.743929210088308, 9.069760188675295]","[-7.4745591614092595, -7.0418535969540095, -9.713624434664512, -8.672280362677508, -13.224819935585261]","[8.449735330622635, 6.840344800655342, 2.1812209148587227, 2.8681319570294415, 7.4718402843699945]","[8.083132686696725, 6.018337688684723, 1.970887270731245, 1.5933726468379692, 9.465271743595988]","[6.3632643572112455, 4.611246531982173, -1.181437697120824, 3.0524485128870142, 6.541715937459132]","[4.336297853092139, 6.841294466421853, -0.6262971358892555, 2.5916311291889267, 5.127368692315113]","[9.571719875790485, 7.104019334322542, -13.33263883892073, 5.227052616099803, 6.184716386784789]","[9.908230571687811, 7.472923997238495, 0.8951452264548958, -2.070410212013782, 4.9043742178605685]","[6.7211699886532665, 8.440909989752129, -7.127347328108341, -1.6137766884098275, 8.813272250666806]","[-64.688614811165, -88.38754303855102, -40.74474761846065, -14.624295809828988, -59.16089756002114]","[9.286716895767007, 6.46508065854586, -6.583350763161662, -14.753387505858168, 8.494166757597686]","[9.727654542626512, 6.4964657908166465, 0.10894319729029564, -0.8286991952089198, 8.997500569151011]"
NEO,"[12.32225636088299, 8.040472550590177, -0.8239679920484244, -2.549415134305167, 8.294389688678965]","[-15.661374810341606, -7.3944587966186806, -8.150152221837201, -15.19526051627339, -10.026757647529202]","[8.005960398430966, 8.852518573313187, -1.7374623174096029, -0.7935231119202669, 7.4722070557232065]","[7.53758096393128, 8.125268697281744, 0.007425728420587525, -1.3723206507352907, 3.5731089059432715]","[10.663995390460364, 4.662734460979805, -1.8228380800159742, -9.757030058101096, -26.31309240011628]","[10.050307525671018, 8.407321764794764, -0.9586920185247023, -1.1281625259468324, 7.809702400058541]","[11.311904534572449, 8.689698424543518, -3.121387446737666, 0.17579015336558795, 7.871236153108016]","[-19.590290230208648, -23.890716884339557, -36.859742454361964, -18.987551945192898, -14.137535819618208]","[9.107366621322308, 7.994593914765994, -1.8717608462459627, -2.6716330480940464, 7.853800341955552]","[-72.57966014029157, -60.24864947033598, -29.06319055546918, -38.79152118136445, -75.4598708565938]","[-1.422883840038296, -3.9864530269082445, -18.093981905762856, -17.46355372025194, -0.9489880924079689]","[10.949438929014272, 8.72404305864608, 0.6029358829595781, -0.27734228042695136, 7.158439537582829]"
XTZ,"[-6.46422171246144, 4.835038637243049, -15.146776494113737, 1.6687194008710282, 3.9414824401223605]","[-14.29531714662168, -10.600469202668522, -17.047068908217113, -17.583905504193694, -19.723889466829096]","[6.34732327133718, 7.637245345101971, 0.7165590777454012, 5.000082825797836, 8.361507452220424]","[3.0720946113640175, 5.877069428235067, -0.4154925587817905, 1.9496216441237768, 6.9167091526879]","[-2.9139746037539007, -35.02708098001884, -17.32237629043764, -13.783908124722801, -7.310550410504541]","[6.449694984945589, 7.400823057747551, -2.2945421245657016, 2.3290372188376756, 6.16720780691581]","[6.455470626595735, 7.798165714519084, 0.3973867372798769, 4.690452035371727, 8.3663784977773]","[5.622352219399134, 7.807854161685446, -24.464862506583568, 2.4662263066315337, 7.173010443987389]","[6.363851295511444, 8.620462099247163, -3.311834812197651, 4.950751518583375, 7.131425930011479]","[-47.87415912883884, -48.5174141978679, -50.659783616743525, -30.616695060278097, -40.039952881180696]","[-13.431619235291603, 6.929068262828185, -4.9843590383197185, 2.614251767394907, 2.0682484005249564]","[6.2974124303203425, 8.05166062780268, -0.01826693914751927, 5.652509160663112, 7.312833555561285]"
