,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[-33.41348633626873, -4.729901340436816, 27.688227373879837, -16.55020954748457, -11.0380145683893]","[-12.715249496442343, 6.643334357144927, 28.1884753403545, -16.433155405066522, -39.49595566936651]","[-41.48946165003732, -32.82540166776716, 25.13386022633349, -11.257161108084237, -24.349101035471172]","[-28.526602149790257, 22.532776293197994, 18.255595367670054, 14.058189452473385, 18.707839759565363]","[2.572829600359177, -2.1923764979718046, 5.355923523079275, 6.061861031773877, 4.868604995485898]","[26.20113270554818, 24.941413491438023, 30.937901421352482, 29.556828283801316, 21.387187144811474]","[26.201132705285424, 25.54155057530782, 30.532814774235856, 29.50539230848498, 23.73962570254892]","[26.201131294857415, 25.49464319217568, 30.861043787486913, 29.308179593202055, 23.590873804895754]","[-0.9293301311365992, 7.582768129569471, 8.963193865913881, 7.433521786466975, 13.979647946006404]","[-296.11378144460605, -509.8896789118972, -145.6962636730328, -353.7837939136933, -408.1284597971309]","[-1.2242054281544978, -3.5917155420734934, 2.5179154017377634, 8.73772746207706, 6.939411315941826]","[-1.5686885535261021, -0.9735221019867364, -1.3230249195050587, 2.4186346442635647, 0.38316103272519997]"
TRX,"[3.33111127315398, -2.437641064473463, -10.13758937550217, 0.21789804378334107, -9.239791599968957]","[-76.54663091813222, -47.87882659233152, 12.103314620516382, 27.147325212224544, 1.0466837051028612]","[5.757035108068867, -11.215991452407359, 11.024246005400142, 27.01455409032541, 22.55788735625751]","[11.124816013264823, 15.76508816726829, 12.914762088839183, -202.68508507655451, -58.15139817429633]","[24.88059560538856, -34.86769070683873, -11.235071475700606, -367.1839460253054, -334.0782951387755]","[23.01795635991347, 8.18069103719884, 22.92057847685185, 25.962172368021957, 18.770023369889508]","[23.297548029549347, 12.461092483271399, 26.08990994739817, 25.078966350325306, 16.322063762833945]","[23.70218341191341, 19.431507059771818, 28.380101845795437, 19.370592409379242, 17.130231114119017]","[22.665852197956237, 22.33312209304257, 24.16385415592032, 28.650885602931954, -6.032824490632377]","[-1103.787701525742, -1693.0043440146899, -396.0072887296001, -990.2513917541114, -406.50402084129047]","[23.870093464422744, nan, -50.20586011116882, -595.9830447688737, -184.26244687281158]","[0.10935760620494825, 2.4252414583933244, -2.4210569870576326, -2.154718554848008, -3.464826601279156]"
ATOM,"[17.277480516863335, -11.434490874213928, 12.553598703287525, -26.0745191702289, -8.042923868845907]","[17.10445528747342, -26.255272079337523, 8.494228767045058, -17.337572482847282, -25.413204680903785]","[25.330488494070067, -8.851838616792538, 18.124814177752473, -5.4018268099592275, -5.993305145609952]","[25.600867552379526, -2.7849350536170867, 23.371913057038864, -180.42144526461917, -125.08801096811834]","[3.740540111482076, 3.33316820668884, 13.682757010664995, 7.406813043930484, 9.421812626355184]","[29.6520842403377, -14.084473564001643, 28.48201683605295, 24.215261166554875, 9.324520088446201]","[28.878835090810167, 25.18981476576308, 28.009658543833016, 24.062556516055693, 12.979151069522752]","[29.652189647359357, 25.761331510079412, 27.64255272639287, 23.927108152136412, 32.29910391540166]","[1.4245517200026905, -6.8498711658788904, 3.756465543606495, -2.2613876590080952, -0.760828781220963]","[-104.23876462331182, -185.7657215279743, -60.674411416194744, -63.075127775879224, -165.38351097216508]","[-3.2850348628931445, -8.213712902770432, -2.5615247048028413, -4.417260310531567, -4.637785489929912]","[1.7498865872052232, -3.511341935987069, 1.8453843415252333, -3.8138411393706466, -0.7744994304507228]"
XMR,"[-5.013926176509986, -29.98233343304487, 10.197843578116471, 9.969791202618783, -6.719168753059327]","[-35.058887222550425, -16.099705190224757, 7.962165585533354, -0.3247409114171659, -16.96754935304836]","[-78.68783839393238, -17.187692827972118, 8.365005606640207, -18.38617527246356, -15.395638060846242]","[9.852966954260088, -1.7245383452579806, -41.76720712357736, -37.16738458014491, -32.11536625279966]","[1.1162866726870642, 3.2654302419416816, 0.6399736525881908, 8.822927250982055, 10.282754504125327]","[24.286129093242597, 23.09800760291116, 24.4388732522901, 35.54105718231671, 30.457924680073884]","[24.286150924765877, 22.432693979235527, 23.747343286164224, 36.039691000434786, 30.504474666241144]","[24.286129073272733, 23.06820448677423, 24.428408858541406, 35.23440663547912, 30.589222012110117]","[-9.006138840306377, -8.95514713518532, -8.100463561274331, -0.040443731695261324, 11.246527806451061]","[-304.3239252343551, -179.8995916160547, -126.58369162245351, -293.3324420777029, -534.2381223964211]","[-6.872161063721752, -7.440741228405912, -8.456283197932562, 0.08776615395168849, -2.3525957899579186]","[1.5988682087359454, -0.04241067566983511, -1.0378403308061364, 1.421129311659074, 1.6080303330710155]"
VET,"[-20.88245433774403, -55.242970586649854, 8.005559557283934, -31.717174525009796, 7.45806854980431]","[-27.000587742894755, -28.054269052372476, 26.700893817850098, -4.923806392011875, 19.072857315995915]","[-18.95598692393615, -19.577452132347844, 24.924237322629732, -16.496062669284367, 12.112738391311082]","[22.790528858298448, 24.30944740156626, 19.66832030002607, -178.6700677060266, -46.677562028111744]","[22.181860769737792, 6.095015797654059, 5.640477107794967, -227.1450196100008, -62.644634300578005]","[3.501696934958882, 6.395997785522453, 16.82976303324283, 13.474777823393906, 11.343487897540301]","[27.09550994860826, 9.849545452693102, 28.937720148723027, 11.980594959461069, -17.831613188256483]","[22.292610049375536, 14.113804151522944, 20.50829812447217, 26.99445530838459, -39.689035164221515]","[1.3736202846820618, -0.10249040136434415, -6.822930581526585, -3.7854698514579637, -7.851589340535152]","[-267.8141506241366, -419.59752101847164, -864.075970823908, -1314.5294058627087, -1398.8873210600873]","[15.171376852349052, 18.206326104923157, 23.612222737393903, 23.50646568861251, -66.02767150187788]","[2.942392311279577, 2.3934709213140564, -1.451539283316286, -0.6179259166801381, -1.8602887026886152]"
ALGO,"[23.10493651303823, -16.797277791336867, 29.546502252705093, -10.9099183440845, -4.282276743902366]","[19.68338925060693, -44.10454198961952, 31.718485413740012, -14.90248506920323, 8.158577049124716]","[23.47407862752855, -20.32845968591953, 32.488961628687775, -13.536253149359137, 27.232254817293995]","[27.61879495356887, 24.516798752648487, 30.49769001751966, 27.290329666233593, 29.39336649291701]","[20.693755497428125, 8.125026798885408, 27.044313268710567, 26.530136849962272, 23.245475271822993]","[14.074360753957087, 7.099368628334387, 10.067541868940198, 9.687176288007011, 9.887531432583549]","[19.403358474364076, 1.1385937323014317, 28.77145826114561, 18.44197238673152, 23.506372089788147]","[9.598420340231042, 4.006273635751347, 12.959731641860003, 15.623162559775533, 18.60766194884761]","[0.1834187399950216, -1.0777881234500435, 5.2218311479169115, 10.402139422206542, 25.3927865586775]","[-113.35847701548897, -300.4868533627459, -192.28005897254582, -252.88445993444265, -250.0800499917562]","[9.24811948889131, 10.714316852814845, 25.392970539308212, 8.415281259462242, 23.280021192932356]","[0.9132530489239978, 0.03545740235129897, 7.142036475221271, 1.5855435973191847, 1.51246337578569]"
EOS,"[-13.941227323818783, -10.756793486063131, 9.53218579856708, -3.0438323482907634, 2.7432710371066835]","[-33.06169411714961, -20.786079569733886, 9.699223757860349, 1.2168283227152692, -8.610600518321613]","[-26.09901681977757, 6.964859289637049, 11.026534462415425, -3.1924758509643185, -4.242029932095909]","[-8.813235679626185, 0.45747109219891274, -193.38021725491149, -31.897104845338518, 20.386554862286566]","[-10.486937849699299, 5.210623431730561, 15.370315055682868, 7.955961674436556, 12.285158467432728]","[-1.1215866644383752, 5.706581087296688, 1.412516881624946, -17.47464315036562, 2.6210548299656553]","[1.7272541981494145, 13.094614924745398, 20.068301799551435, 6.825988152654508, 20.973023540769553]","[-31.044760691808442, 10.022186134564036, 12.415551632410086, 7.313337548501761, 8.164698040191594]","[-11.528112380033603, -9.238441955978304, -3.6605470001759532, 2.7168803566515853, -0.7876189139264584]","[-121.12918881227061, -396.96767474314953, -285.20793042739456, -359.0998580734522, -626.0198430439676]","[-6.2360993763822, 5.917601173040478, 13.101078098294733, 17.425414901736616, 15.885320153070378]","[-3.97069178473871, -3.6305909327937216, -5.0173392985529786, 1.8597769513320095, 1.8121592724815037]"
CHZ,"[-25.682610097897417, 11.101810897306008, 19.581672154405545, -40.50398360926549, -7.768610486082009]","[-19.949636312813997, -0.643244406173595, 22.53867346602277, -15.0464879226112, 1.4099593567873916]","[-11.1699160626996, -20.787133631593267, 24.98202401607985, -19.492624433959147, 28.290179820180416]","[22.34098094849679, 12.344142297056239, 25.03601431201985, 22.749286484928316, 26.87752304543538]","[-13.887423707918334, -497.8385760591975, -118.1446836564533, 6.597607050091181, 15.257324601953604]","[15.029645712265365, 12.774964420783766, 22.72690351143711, 14.723685428485437, 24.09574470526353]","[5.385835839876873, 8.04190408526202, 17.906401477174057, 8.596348697165553, 23.364408139387052]","[nan, nan, nan, nan, 33.44237129452857]","[-3.704002026092209, -10.515513523325886, 26.710535070978892, 12.916533420565315, 6.657040857809732]","[-114.60410841037773, -272.8883682638643, -315.09842494824045, -106.1133175330542, -600.0178974021542]","[2.317861450566391, 11.459824082992084, 21.473973258618688, 13.68871260047706, 24.703777489610438]","[-7.804676510734051, -3.1597155030267303, -2.841433829112147, -1.676159583011521, 3.357594637638911]"
IOTA,"[-19.139168471097154, -8.086989394340868, 29.998616998185497, -48.218816699044226, 25.3127809245947]","[-4.569795621468892, -8.063867961881686, 24.470809033882556, -22.05777198532106, -9.35417838837598]","[-3.8097308939881893, -5.988204564163059, 29.431061590782164, -35.620723923122824, 23.446460779435032]","[9.3385057193569, -6.87291870658157, -737.4055557591863, -682.1835367756411, -822.0662424170943]","[5.554259726271452, 5.449713054605083, 24.55862445273651, -8.682633483330411, 24.263549785296945]","[4.4233212073131325, 7.374552205862709, -4.355272651078327, 16.680118875622398, 22.281680762568037]","[0.5817857439467393, 3.491656871481725, 24.006657919241807, 26.376713250137403, 25.62633406088605]","[4.86268351950232, 9.848838235719365, 22.913100712481477, 26.067700729958, 23.856427517166573]","[-6.3721882737513145, 6.294502160515619, 10.145876894399802, 4.7025393535142435, 1.977804868155424]","[-193.3013362768834, -257.13489697124834, -191.6623155322833, -514.4434006450169, -921.4806567040644]","[5.013745553631492, 7.98140533716432, 20.265682953865827, 22.610164269362325, 23.291321592443776]","[-3.8721229936769928, 1.9972253979979866, -1.9040544888128235, 1.6341992368345961, 0.7301440960789668]"
NEO,"[-57.07712622020645, -23.813845582144978, 18.564770341119676, -22.587336816297725, -8.235712560566014]","[-88.47774864680913, -14.667939128462157, 16.5458160493242, -12.0565506122728, -11.949519224585844]","[-18.151462137951345, 6.016284291800512, 22.182771006989903, -9.930516038570563, 15.608823664540978]","[23.494963055826158, 15.750942060577437, 7.1757634675615485, -13.830258204129265, 11.451922868862619]","[2.1765455833978575, 5.718320860371519, 7.76945378787955, 10.031481196619668, 13.584672842164972]","[30.570467003231798, 23.962931396751088, 25.723684355454573, 33.214760672801106, 30.33972407134827]","[30.654839834513137, 24.304511341884645, 24.816184029037796, 32.58386844061286, 29.776304957959955]","[30.539124613064427, 21.5378832989155, 28.12927504942347, 32.25179430790344, 31.802646032325427]","[1.3040025168977287, -1.3628996989530608, -3.654608417645908, 3.6500336538336953, 1.496124560574581]","[-51.45893732705269, -30.68459318339989, -63.19870333749405, -94.92110580504068, -173.64227457252278]","[17.143792738279778, 12.111113473966393, 15.54453957764619, 19.63563869860694, 12.979449627188778]","[1.62310264091878, -0.4942450418371873, -3.0216007604848296, 2.011434991607509, 2.016803763415047]"
XTZ,"[-4.028657440557077, -3.607385875478497, 24.707664657991714, 16.624616056574485, -21.24218896352587]","[-9.28919330496512, -5.9188748326058365, 24.476782462227455, 0.5745929138098166, -52.46572537149474]","[-5.6820890830358115, -0.9960699714771456, 29.1106384960944, 11.661278838576012, 6.184105481232213]","[22.787409914050258, 19.108092934236222, 28.038217611625694, 1.5643934632923975, 10.678861654169824]","[-20.49857098646129, -9.78708184042762, 17.68719911801532, 12.501671543698725, 20.294793884128246]","[17.828648371500414, 11.619709984075179, 14.026004232617234, 5.873408312408886, 15.306844805855604]","[12.116022900544426, 11.984706707152304, 29.09257744387117, -29.68395715090935, 12.683224684263184]","[11.914287175740286, 19.66459282309977, 14.798828665241937, 11.78197742412442, 7.885452472556251]","[7.89254095343138, 14.813412037910886, 14.124384951372429, 24.556810842570425, 9.340792536600635]","[-126.63750446414869, -167.065698624197, -136.28785915884546, -398.03019011336715, -449.29524664172425]","[4.366801328023201, 8.416942459597418, 19.267156119810558, 20.22107682461167, 16.51607864612237]","[1.307429001912931, 2.2410129868295865, 1.0056970202224154, 2.4132084132568274, 1.6483186455670051]"
