,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[3.4991184777574467, 27.598923736774676, 13.23476140428444, 11.016624694356523, 3.5340975858404198]","[4.0913170953716005, 24.026653264008953, -12.253911711256563, 3.348704986887591, -2.6742322306827053]","[18.33121406629, 21.722353028294524, 4.924047751023033, 15.004709839394822, 9.234019725291665]","[14.03623744980112, 31.81024441468829, 26.911653115616556, 26.216141886902644, 29.0797135972902]","[14.420832199716921, 10.452427666998851, 12.06453874491749, 23.336483193889638, 17.860177443951404]","[25.13951939652638, 33.46708665201901, 31.460712407078518, 29.502379777109862, 30.32951590379076]","[25.139566457033236, 32.97833910986323, 30.087624749447972, 28.62245773740948, 33.29524836529421]","[25.139519069484585, 33.497694368329526, 31.37369419573232, 28.95246286436458, 33.217433235035216]","[4.1421986609913235, 10.523069681057212, 11.78913802182452, 5.823387243046866, 8.240457921877987]","[-498.5182550528996, -233.86500158710098, -388.65623281981476, -162.36837924253854, -488.57599578686666]","[11.820542548175341, 16.400387562805022, 19.173104704364857, 20.51156662231814, 15.03169252621879]","[-0.5466058133158492, -1.4430113052922722, 1.981403640284654, 3.2117137386058827, 1.590776772518927]"
TRX,"[-15.352783756986216, 25.94441907661577, 24.232848469736773, 13.645672536841067, -4.803729997853347]","[16.651030227464467, 40.0187966689661, 7.912697978404576, 19.150984656650493, 28.38570674980903]","[4.144699030385075, 42.0177887382773, 11.404792970352968, 9.880273900981319, 13.808725485143954]","[14.003546129051378, 39.923370722637976, 28.078132904455643, 32.24013962985527, 31.02447345771131]","[nan, 35.54076975401409, -682.8183601044724, 30.32141834384397, -314.6612906589629]","[16.431467682851398, 30.341350238713176, 17.73373709186069, 32.314389021090825, 27.572695578727956]","[16.64884055388828, 42.0221728919725, 11.453372347386512, 31.18455628057709, 28.560647921766602]","[16.99949745061285, 41.29715396898025, 20.99009380791137, 26.04028233341915, 33.662132406616706]","[19.38232759614669, 40.99013734386361, 7.764381238699316, 17.30527033648077, 19.49466723776544]","[-545.465147217004, -531.0226145159326, -906.022842673606, -1097.3697566067403, -1453.9686878475673]","[14.456243172935645, -22.94912090681122, -327.23888103361645, -18.348733890080833, 7.703702171465997]","[-1.761674806328787, 2.096201078785608, -0.14234440719640826, -0.7860945752146313, 3.8694350860267486]"
ATOM,"[-11.212657862755036, 24.27422189364697, -20.844981003057736, 16.077042005704328, -12.518910274730647]","[-34.59387597843191, 22.442364563790473, -21.69311610722056, -0.49453922631825553, -24.846822762372774]","[8.596660800751684, 29.16523583443042, -5.895872637445301, 8.617710519345277, 3.717056782673176]","[25.941272007295463, 26.58584349023807, 25.44887952211956, 28.469403134597744, 30.664577431884243]","[6.351152864791097, 5.741833909474284, -1.9658599975926512, 1.9434179100332158, 4.877023770309681]","[29.04780563726567, 29.21569881762578, 17.660640149299965, 26.693221163262027, 32.99089949770766]","[29.04351712718322, 19.678163532223493, 22.333900039837655, 31.497351325034078, 33.86383378465968]","[29.046398115690607, 29.140087528517327, 25.609912301881483, 31.584508558722302, 31.35845700665389]","[4.434649236923846, 2.8304165797032903, 2.7098926200616096, 1.0267628804182491, 2.044071705704741]","[-682.870891567778, -653.9201479653025, -674.8112277127506, -403.8695875063805, -700.4365025118568]","[18.771921192863857, 20.783140525652307, 21.072809919998605, 23.811243514309332, 25.71990680148507]","[2.3423920470370403, -1.9600079561935824, -2.2415157401008012, -0.8413752520625815, 2.0977157391638057]"
XMR,"[22.228396223823278, -0.5670514108954458, -13.40637776402075, 6.542224663495166, -1.0538926893965561]","[17.068575958667374, -13.277676853585888, -16.461196149625042, 5.13072446772849, -13.99289387880723]","[23.310455993771797, -0.6162553773357872, -7.970572997201188, 8.275533966096491, -1.7311814809261281]","[26.408208708694282, 26.367347244885526, 27.300128439227873, 30.759698427672994, 29.716943808588404]","[12.715307362538663, 14.98730055763422, 3.367011919222904, 11.458408962991099, 13.513117105182568]","[26.794638784459135, 28.09654998852108, 16.757139126851982, 31.861530368057217, 32.47974630439058]","[26.58471604987423, 0.6989158650572707, -57.51896631822332, 24.236587791605004, -10.478083175074932]","[26.794636342485727, 27.83008733238847, 28.215009669003955, 32.560742615028225, 31.004225585535266]","[0.5236716083733628, 8.734752623654174, 8.688719250625747, 10.819309696851692, 1.8579217512645476]","[-130.215926026629, -175.43848650310326, -337.60099000322055, -114.62760660085287, -219.86856915282468]","[16.233663331648952, 17.693375187004246, 16.590187330481946, 20.093971291536185, 17.965295876205666]","[1.1982648229388637, -1.062068061546758, -2.171646227989527, -0.43583530589818903, 2.525782900923548]"
VET,"[7.928787061976096, 32.597391971063146, 23.89865633745125, -7.232939996924113, -12.549215337436806]","[25.41880308860686, 29.188058943983425, 24.72519122676553, -16.6902009725695, 29.83522052763177]","[25.41880308860686, 28.078511778690185, 30.08747400726571, 10.60473536218873, 22.97511731312122]","[22.033429210690223, 26.271615737054088, 25.24634128602616, 25.979572420697394, -56.87155789379958]","[nan, 32.99170648438987, -42.31405130790012, -91.81533323898206, -127.00238689276362]","[25.51211472439045, -69.13790373321663, 11.422644157320548, -38.70132463962911, -2.2083437137075905]","[25.282272891768486, 28.268369142288496, 29.465388339414233, 10.30561281815041, 14.675946586921917]","[25.462639063289327, 23.986620314135294, 26.352919322609598, 12.341638101620516, 18.83045841207507]","[27.011997624162078, -55.955625184040706, -8.427546680340225, 26.249706018247075, -21.02067876051097]","[-1132.3826385786774, -1887.1451490779993, -713.988162883218, -1782.4735192399344, -1451.0319497557894]","[25.635186415703547, 30.00056504089826, -6.76474705885924, 8.001353897084964, -264.93638995472367]","[3.5566503734666237, -0.013385580299955737, -2.5138458763223586, -1.296785311752116, 0.8227390050642179]"
ALGO,"[-17.03088723573879, 32.84703045273305, 3.032122676215528, 6.528649391504578, -3.4645652444935755]","[-31.728034144779826, 33.41125567152469, 7.988635679322983, -1.4696583016673688, 0.9782589068825626]","[25.773543164704815, 18.091419900550974, 33.51639229227842, 20.11925992601106, 28.207136048180733]","[18.1706674465366, 27.366815066609256, 26.475575100374094, 24.744643402358527, 21.815165639333163]","[22.609760797490523, 30.821528034560856, 21.626194261811495, -36.53326305028949, -234.66604782950736]","[25.81143902854381, 10.73271929526028, 32.84593385742857, 15.803589642718668, 26.914281504594186]","[21.0059159173437, 25.112458544357608, 32.069622809164535, 22.177235952127653, 24.131671669259557]","[15.764800454970837, 25.34696603294268, 22.325042735682903, 21.150719563948822, 20.816392107729577]","[21.802015541969023, 24.260581315792464, 7.115746986964925, 21.243554070904928, 17.81486156056995]","[-4297.585316637715, -685.3998143741196, -1287.3159846945869, -499.56479222968716, -1102.772876502682]","[21.336957283262386, 32.3075866591924, 28.876495589973523, 24.912366812014806, 22.997647369082753]","[1.6975623555484858, -0.7763799771371745, -0.06669480695720194, 2.6586411288966576, 1.3405068272954301]"
EOS,"[-14.529113327696422, 30.647628741085086, 26.36431267634457, -33.45997312626924, -0.17797571405479606]","[-10.399282832055276, 30.59818554647351, 26.924576861249637, -16.448818726577908, 6.076736280472832]","[-4.264757207759574, 22.23569004404138, 25.721702057251804, -0.14981123684130784, 22.891674900640187]","[-0.435194990629439, 28.09420905013087, 27.129238205672717, 24.290140939349666, 32.86765669744138]","[11.754459143523059, 19.26340228400838, 22.028264957916974, 11.643638642980934, 25.227330426411008]","[19.55852190886534, 22.442136268744974, 24.264241542561926, 25.242052941860916, 31.540446306805503]","[19.839345900064405, 27.20964543786735, 25.155903916191765, 25.090568415274618, 29.586346133989704]","[16.401402170662678, 25.922336022788905, 27.763641462254547, 21.81798056103599, 28.06147094363962]","[22.129081860750325, 26.17365169088147, 12.49369894799785, 22.778476891548813, 31.744425255846732]","[-734.9534078593816, -350.8432232839956, -391.701107057868, -409.34782904287505, -404.47763395077897]","[21.918441663997275, 27.53382146724082, 28.56801265827101, 25.165524303369157, 28.80806034503426]","[0.09799978510081518, -3.385148569744541, -2.2739199863159363, -1.34936496843719, -0.047280497989411245]"
CHZ,"[-8.716629371114081, 2.8560035345134325, 4.6600240778127775, 10.325465398852621, -13.089131956943739]","[-34.70472374996096, -14.610960011373287, 24.25472085019332, 29.99935358543457, 1.2648732518312862]","[-33.23398319998477, -6.004889132337401, 5.795828189481373, 3.169754190736108, -5.757834054852621]","[21.853379305042058, 25.90885697495947, 32.3885962935418, 27.555092954402145, 30.00418609768285]","[22.428237577570957, 6.210377635989482, nan, nan, 28.825733246800205]","[27.111760148395064, -2.61169674023528, 32.279239662880336, 14.705782407286309, 25.978896557029806]","[23.361921920818105, 15.808986281114231, 35.262903850351485, 29.120351529129696, 32.34662754863194]","[17.551462044686907, 24.17980581168606, 27.016429027939783, 23.854037680199063, 24.545548979641794]","[15.096002315443135, 18.681809586383395, 22.693032085471025, 25.824191540379278, 29.02009441742534]","[-1704.237968153211, -1037.803361600451, -1078.7644020762364, -475.7659935082069, -1176.5259366493276]","[17.50783377043648, 22.048371189154228, 13.416672436361262, 11.169636806427027, 13.013852706764126]","[-0.03225183823700573, -0.6299621747285666, -0.7639029310331314, -1.4175961524902914, 1.307609060289081]"
IOTA,"[27.436756679569356, 28.140141391688484, 11.778286845521741, -10.316363619001384, -29.00965463440818]","[-21.38764284565866, 26.186529012126126, 13.99418513594623, 2.84789725088166, -0.8922272214188056]","[28.99018549491126, 22.568889117395695, 30.675146960709622, 17.76069135523666, 33.13027302986066]","[27.95913041464349, 24.65316007638493, 29.61567602205478, 27.652277330066582, 31.088133307075594]","[16.68778936259294, 15.854021663067408, 23.75176142358512, 18.187316432701476, 14.038352221080535]","[25.987930009568334, 23.98554306603374, 28.640826003432075, 27.51126012303695, 29.151678810743803]","[28.988401345381003, 27.80816773578462, 26.63713824489807, 1.3743084058125181, 33.14635336753941]","[25.616971206270982, 23.004913111699942, 28.23024803512738, 29.89587606528868, 25.831782954317966]","[27.72210624462186, 7.490563197984397, 26.313977271983397, 12.054920143482315, 31.48329859400869]","[-1084.278670090654, -573.803730038711, -811.7145673324198, -518.415403444567, -437.7179974871056]","[23.204377733476004, 17.804993871092517, 26.203004438859445, 24.10613226799047, 29.18799909643946]","[-0.15433822104677705, -0.8943900077396427, -1.3659989406977062, 0.34696856070555754, 2.211251153866893]"
NEO,"[8.35969337694, 33.52291317730733, 22.289573603743307, -22.33041038311714, -4.084908460008894]","[2.556837260257137, 33.740558732989506, 16.15084262607708, -30.95074536880346, -5.831448302332162]","[8.70016855396923, 33.5002165316024, 20.711303829791948, -31.43385455587801, -4.98318482911186]","[16.74791375279174, 31.536574261142324, 21.63359684303753, 25.972384815207494, -23.49867704980678]","[1.2442699878861525, 19.52126250407835, 20.465030518699052, 14.45151749900972, 18.762832873025726]","[25.12551036321746, 34.119912646684014, 26.419013161381432, -61.579062916451754, -2.986296495638949]","[25.140715076991377, 34.282963076311844, 26.701476645403115, 10.791205534414201, 12.69011865623584]","[7.233905595463533, 28.890507552988975, 22.7560319519586, -1.686494835165065, 12.821307143356131]","[1.869558659512649, 0.13964326510285804, 2.986407783887269, 0.1768869966670294, 3.2852245030422758]","[-340.2708192229607, -24.63119595751205, -75.05713419580898, -729.8366119984477, -446.4406589559916]","[13.722463264904258, 15.091648509958496, 21.333734258204267, 16.485643507668275, 18.959716048920768]","[-0.7741115102878277, -2.698705906317412, 1.193305754804904, -0.6229818429559985, 0.5152647555033368]"
XTZ,"[0.6951203534705828, 28.731583331661326, 21.52366805714664, -1.5348095386978713, -41.04849223294503]","[-17.389542191097128, 20.673324691512633, 23.009133556858703, -6.648026466456174, -13.755419560947916]","[14.193832977888915, 34.11993188232842, 24.170732342612126, 7.0968955441747745, -1.2080394435926682]","[8.610246172058611, 30.62663682459567, 29.544785783335968, 26.209715770258857, 26.136883870434314]","[-212.98339057125472, -290.2824781844158, -132.76047135541427, 9.306675056317465, -102.94239556840934]","[10.533579013232028, 30.74744268178294, 30.619333402072645, 24.971681942791932, 29.82877807833607]","[14.76276025197285, 25.77111404754568, 30.59280071286433, 25.30082113321041, 29.06991685104886]","[14.523952266676998, 26.174047843259434, 24.70446451117431, 21.12872565864288, 26.166649324968034]","[14.518311061840066, 22.889865681684928, 21.469261886413484, 16.60924015225134, 14.146645948251047]","[-1302.9242986250488, -386.90894430972065, -136.441647853188, -267.11330540824775, -578.0699099688667]","[10.434787068015403, 25.28517615285911, 21.08425935039113, 16.910296690089467, 17.030817965293135]","[2.1488305920087094, 1.0041124641728971, -1.7215589277284387, -2.8988244539497003, 2.10087652604941]"
