,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[-121.95192668373718, -2.029778112125606, -52.208727396937036, -6.977946206306385, -4.7022538777830105]","[-28.21354773072551, -1.948311338698338, -37.58725213855452, 17.05467853125428, 16.170672541983087]","[-21.94697880417772, 10.062105130181003, -43.068553063381756, 16.694334200111417, 15.019585042521621]","[-11.643313100547017, 66.34824051214902, -9.781798839164022, -67.36033737754656, -75.12893885093997]","[-34092.301466779085, -2710.0877527768343, -447.1162034819062, -45988.43397207698, -2502.915746202471]","[-3433.4446691672683, -1104.2804177086457, -611.332056161996, -2056.979861863185, -57.95309050476421]","[13.009185780109195, -6.0521174508099405, -24.00293574701587, 14.972311993570331, 23.5262257714926]","[-87.67086681452655, 5.839646733171876, 0.04305149922776005, -144.60726708198567, -21.292406472519755]","[-5872.110119149827, -146.22706636566733, -729.5223327388566, -242.03638709990994, -662.7978658467043]","[-224.8957539915812, -0.6490118142933871, -87.18796348335627, -1116.8866734746875, -100.67159345197842]","[-711.962727607578, -232.73620347509092, -710.3583271663648, -2169.7576867793086, -4705.9042061213195]","[7.868960610942202, 30.753910968325975, -35.72885426004462, 5.38958902215868, 14.997750222783015]"
TRX,"[5.309838629412936, 40.582469182120846, -44.97446270667071, -85.35584863041007, -16.104323219836534]","[15.952890665131623, 28.659437854006992, -41.6146494803854, -88.7265763148407, -39.14638326487355]","[8.667693976155771, 26.65745857092483, -54.37178783983564, -75.80254239181644, -25.782290329615197]","[4.540958661203389, 62.157477262045234, -10.216266297861424, -278.047874071371, -4.025032912755284]","[-38441297.05778245, -11506.051485092414, -6227.863848492698, -1029136.1744227555, -3012.7492641211256]","[-981.693218628445, -297.18789756011546, -25.091424123784723, -971.4290653904312, -40.968988763582765]","[-270.31417182518044, 43.10203291678363, -98.80025190655782, -340.8972307831021, -81.72506027481889]","[-69.54927526485967, 61.44881101207809, -68.17179277754386, -715.3475062226548, 22.99605132365448]","[-4114.762489422457, -14.105334938181427, -121.72277242954065, -173.17286225575668, -117.18749547909036]","[-834.04395320525, 1.8980082268711347, -2265.789639329902, -1546.3843620211026, 32.05494881835377]","[-8330.860867936924, -241.50558258775857, -5156.0221336967115, -732.3900524706888, -155.3298517060262]","[11.961879346722633, 53.341332579611944, -15.702463282111939, -120.75186688077662, 20.01614131334121]"
ATOM,"[27.01067348119662, -59.50567967469733, -97.70040600692731, -70.00676728318848, 49.02157243100563]","[30.53837714387354, -46.40598183607642, -29.796326021028502, 18.24921081939501, 39.93571731696419]","[37.934419566985916, -58.45957232016439, -29.24472091645518, 19.612504626693973, 37.75413090426834]","[41.959889496948975, 17.929235914237786, -89.77916072537424, 40.715945937034185, 54.111820405601094]","[-1261.3628549825642, -11816.228071459189, -7385.359126328985, -1003.264352014227, -19.68400659557997]","[14.87307174321037, -30.05079003809339, -232.72313199872846, -23.453290670142216, -84.75003734117021]","[-4384.675766161688, -1668.2026271620398, -31.87064968765199, -246.2489360200175, -1457.9487851436454]","[29.930693828723705, -282.7170353942205, -196.1189067665995, -121.71033125899578, 61.048103029247926]","[-266.7860797844851, -575.5684555031205, -2393.6640212307834, -225.47355127117373, 9.627024673959465]","[-417.3345697470146, -2593.8416531747594, -30563.640947580847, 1.7558399097074167, -593.5009517208521]","[-617.5309262077465, -383.7532600496059, -200.05141464819133, -87.66447203424168, -23.452257716945475]","[42.90257850963905, 13.591315002882531, -61.36544776622974, 23.819354124315055, 57.57050697075121]"
XMR,"[-26.213817033010866, 5.364962751290091, -76.49833569194742, -10.041004100453913, -70.00029900599633]","[31.38979697562686, -5.061749389383186, 14.845383783377311, 25.999494393658424, 21.043640373652483]","[37.07537171793826, 0.6504300332675736, 15.026817856957644, 23.065638187603263, 15.87873323111833]","[-35.184164674822824, -5.74523665983743, 7.526405910642496, 59.58959781945151, 33.3650873643723]","[-3097958.8630106742, -766271.8672189479, -102616.2330854726, -8102.9426193639065, -9529.238924316098]","[16.671713118218918, -17.88680356174672, -0.7420912718579976, 53.389960770336096, -63.317287773425434]","[-599.1851208385544, -9.04184301155364, -165.4997281557449, -233.77454028281227, 9.960598280058306]","[-63.55752090846632, -38.669701986214456, -162.34183784796375, -384.43553051374886, 28.25154114443464]","[-392.5464239516922, -111.52815429147071, -1917.0979104344297, -3243.334083075456, -2456.1026671653863]","[-3122.7062610624907, -53.17522385402553, -887.0385659229404, 33.287855044132776, -1989.14074773188]","[-4227.951988763886, -5174.389948723301, -5106.432376256545, -2738.419999993686, -28.334087486124538]","[16.58523281732957, -25.973668531452393, 4.760478533738661, 41.08004260127348, -4.763498900907138]"
VET,"[17.94671832911627, 46.20713271766083, -67.25324529458965, 8.804325091662719, 20.544068989907142]","[17.602995772251003, 25.35995038565746, -43.23508210807205, 3.4297479582504646, 22.01272881388567]","[27.923343179889336, 25.701415714899344, -38.170259119742106, 17.84754033659994, 24.76232003759632]","[51.03365698378241, 64.26285361856908, -41.873701204672884, -32.724860417897176, 22.24955357859868]","[-2074.4786551269453, -54205.53063911731, -1272.6134044576042, -3597.128054903015, -2808.8893669575377]","[1.3932100351335346, -304.3753876505363, -39.21886513741185, -4100.913220107906, 29.666223865682568]","[47.00612295420265, 11.317294854618364, -40.76105429551134, 4.992818267135124, -81.74826858742931]","[-145.49410394200393, -74.42397874846577, -51.564817544488584, -53.9076327406562, -88.74037600733486]","[-969.4158525122813, -397.8428618435578, 54.750078138360195, -11.445054792520558, -238.34996826524]","[-780.9663159963591, -782.8288322617041, -30.3000104770424, 19.25920228470536, -135.14796576728577]","[-3615.3738767650807, -986.3247973726927, -4381.462511784484, -16307.699013262536, -102.04829619231062]","[55.16555753087332, 37.86711422594328, -24.20448513598121, 12.783501083126456, 36.90504268073132]"
ALGO,"[-5.297959581423438, -19.401533072906613, -22.97324235950647, -58.5096633731837, 18.20212196475224]","[-5.394694764753241, -4.592095098059177, -21.373657451970395, -49.04748640147184, 0.7557295273881517]","[1.0134239166079158, -17.352819642236188, -25.60960727276127, -34.89776993758269, 1.4721825755922027]","[27.13806185757201, 19.58496182332819, -22.264524232810086, -9.366260340633973, 34.68044746416473]","[-3763.9414918270554, -14891.325565284842, -256596.63427626897, -8496283185038.06, -7.017991064398076e+43]","[19.482631339311872, 2.8463116225417493, -14.546906620474362, 16.402310709748296, 17.05012163838109]","[-17.556276646340606, -402.40566338565395, 23.678353225967108, -46.11898172879966, 39.50266061185244]","[52.638296388008065, -64.37212137658776, -12.779884627065064, -551.0281782335387, -94.88647046048091]","[-118.66673507382244, -152.26404669133572, -11.29606270761429, -161.70558915721594, 37.46870486176538]","[-213.12352032139623, -184.13850797128964, -94.02320800852165, -3518.5402652776447, 2.2609543667289618]","[-790.706611398447, -2454.7345348964373, -2389.1584743398303, -5656.355400755438, -624.9370767668371]","[15.025318558444893, 4.778689795354967, -12.672915772637024, -18.67481258866239, 28.57444419529841]"
EOS,"[5.002600811704233, -8.9119880013239, -49.79441879510142, -29.240191052224052, -1.6410443972191027]","[-6.064404237763122, -16.51540472454957, -20.773119211267304, 15.308307408057786, -6.239942137968195]","[-6.135275824327842, -9.09040022327896, -33.137992765687756, 11.88130570497099, -14.866654357799765]","[28.509404868042083, 30.485572174661524, -57.96973543547872, 0.6222168039715976, -38.61149192193283]","[-33.78188077402293, -1679.3601384767144, -64.2735671285533, -262.47525881569936, -213.19352593691607]","[24.492458039314684, -22.404145646640643, -177.25859927974733, -199.86673291039904, 11.874510360750216]","[-1446.2094110683422, -2470.9618477400295, -915.2517614923697, -538.5131733689834, -1083.1998172280978]","[28.433128642709114, 10.212648811738141, -34.419568874963815, 19.35838252526244, -144.70010405186622]","[30.15824338609451, -51.81193777462308, -138.67503278473197, -656.2589490960335, -178.05901391744868]","[-139.32156047832078, -4534.33994609464, -2395.4067117264613, -167.06996629787375, -897.161647408111]","[-5432.938253053577, -40478.32898568819, -3486.0103986405006, -6578.1684736955685, -3131.6547148627506]","[18.175506088752773, 37.406239892273426, -15.818207508488022, 2.0149573290626064, -27.98176869634816]"
CHZ,"[-50.08366356191437, -3.4632980875794286, -8.055114959185854, -53.379206588632364, 5.57404629979914]","[-53.37300972441841, 2.712355798729984, -42.54224672057709, -90.2758386316388, -10.706556600815603]","[-46.532173663251164, 5.386584781765179, -40.830650334567025, -98.28801748598764, -6.778337576647201]","[-31.935888051140225, -35.17279020124116, 30.278876732909417, -8.149766504979613, 32.18377941709796]","[-620.9359812972092, -3546.123241203094, -2070.457688268571, -3385.6672833237176, -587.2805627027734]","[-110.85272384752041, -329.94063450461124, -85.50818541507849, -262.469753635933, 17.532049778817285]","[54.00902098006751, -331.7466561328515, 10.490360116222416, -129.86439516809193, -280.7039016499631]","[-22.942764194662697, -3.183215049836919, -7.827920337509655, -34.86126780764863, -113.92161687264712]","[-12.801535714694602, -445.5468794091124, -64.32422868807846, -1321.6407380432167, -691.6379891290075]","[29.295941465228232, -38.994354902789944, -171.49491628177609, -344.50207318113826, -110.55912065173518]","[-101.27694180975122, -31.043048484574186, 41.54046794754757, -616.7197433457653, -169.98705636859782]","[-40.07624545923402, 4.75093264664532, 23.794078586267588, -23.34830828515378, 23.696653625475882]"
IOTA,"[-29.575815894827034, -25.922196891696725, -6.010908368225492, -21.634110929815527, -1.7918635442509645]","[-24.32943330217475, -17.629821288186463, -15.35053145647435, -69.1577926867478, -21.73105903322019]","[-17.761687470692507, -25.562729116645432, -19.631486114015466, -98.01771976895836, -8.339595325813209]","[45.27711593454079, -9.9003032554296, -37.9947763741624, -166.62320871371108, 17.629723810955696]","[-430.31743844836814, -2542.987773598621, -37.335719663039654, -2737.2706197594366, -975.2945111217356]","[-93.36317708174532, -77.07945294186172, -198.705047036418, -296.76308098248126, 35.621099812349165]","[50.20660367014334, -1075.7877523542973, -751.3868806218593, -74.72825669894522, -875.8690510447681]","[-867.165295046832, -557.7957608989828, 34.79715767334077, -3896.615013588339, -21.032635742533326]","[43.73883985920462, -98.78061524215686, 50.38870597650865, -594.1391679749938, 26.16853935097163]","[3.5201647880168134, -59.084068561477146, -3107.1748902806858, -506.4948274928822, -95.00307036176207]","[-164.75384267400023, -1835.2443221657247, -1490.9609511733472, -3290.7532144863735, -1368.0315577019583]","[9.604881072445705, -5.311608394233536, 18.62870871177683, -24.98426277630064, 16.69081324655679]"
NEO,"[-15.606219979853597, 10.367088007507176, -4.720751505348806, -26.76765090679168, 33.28482331659684]","[-26.355936873931523, 19.19008557999472, -8.88597446830586, -18.69885407175357, 5.744969127459455]","[26.78543536464295, 25.24716019214627, -0.1706903008531068, -24.52563270685916, 1.2144436537456327]","[9.366183740564166, 15.984121866675526, 8.904742422933804, -39.48754444512627, 58.839289769777594]","[-165.23735565840698, -190.83116063125297, -3152.136920899892, -50577.29441133375, -712.1455584712041]","[-492.6313050491852, -207.40669221345618, -1070.6752484122949, 5.366207041841371, -19.397064045268245]","[-127.49339540237652, -107.24887707662731, 17.17065273010297, -31.544958996387834, 35.11344534839657]","[9.905128564716016, 14.78717348710434, -345.16763576344874, -284.86985239369034, -33.98803937916434]","[-135.8213340860107, -2206.8509972357933, -3035.337140758279, -1294.526867241517, -67.15591768211438]","[-689.1171040725977, -1178.2650494149855, -216.8261343833617, -237.95861025357604, 41.307236741815196]","[-942.010282203884, -5056.847895087998, -594.1034634973364, -4802.212422310936, -3101.2170017913645]","[-1.4693061420199476, 20.25101843291485, -2.3123973975729335, -26.581359575370406, 30.486490991234184]"
XTZ,"[42.5329619283119, -95.90633570834571, 3.6007012442018698, 5.449920780459237, -9.406315406319624]","[29.32557128351041, -24.065624982000063, -30.403222318662948, 5.960372222152607, 2.981054085698263]","[22.097183709478756, -47.29135457864771, -33.60291111278987, -7.197974966955122, 3.1578850288129465]","[43.373963807044944, 32.86972582112994, -10.472232890020733, -22.694678974981194, 43.15485043100897]","[-4855.035333894076, -8991.465741399157, -540788591349167.5, -4843.541329286663, -3256.062903800231]","[-194.10606948481572, -9.579493903026638, 39.458789646405314, -122.59297849523416, 34.49162483513875]","[-4.944210066344196, 8.815689337644015, -108.3080584164192, -194.4725106694963, -60.149184876387196]","[-97.39851181202695, 30.70726053944274, -146.14081384565688, -131.62999782606224, -116.75312130836566]","[-124.49445165591129, -85.6581383347834, -144.9508755025109, -13.500976176663329, 12.78748608145896]","[-1890.7381514015344, -53.05972490576549, -104.15006664198899, -1010.7848382929001, -616.4801878087533]","[-9258.101981099338, -636.1608066933325, -1708.4855791682835, -6717.197254216045, -2360.078459562721]","[46.3198845836663, 25.025208297685168, -26.155002645291464, -18.823228397353013, 36.64412955909467]"
